date,USDCHF,CADCHF,EURGBP,empty,sum
2020.11.06,1400.0000000000011,-322.00000000000006,-404.99999999999983,,673.0000000000014
2020.11.06,1612.0000000000023,-285.00000000000193,-365.99999999999966,,961.0000000000008
2020.11.06,1599.000000000006,-343.9999999999999,-290.00000000000136,,965.0000000000045
2020.11.06,1684.0000000000077,-287.9999999999994,-198.99999999999363,,1197.0000000000148
2020.11.06,1670.0000000000048,-296.0000000000074,-246.00000000000176,,1127.9999999999955
2020.11.06,1670.0000000000048,-277.000000000005,-268.0000000000016,,1124.9999999999982
2020.11.06,1614.9999999999998,-329.00000000000153,-264.999999999993,,1021.0000000000052
2020.11.06,1605.000000000001,-339.0000000000004,-274.9999999999919,,991.0000000000085
2020.11.06,1619.0000000000039,-353.0000000000033,-264.999999999993,,1001.0000000000075
2020.11.06,1660.000000000006,-306.00000000000625,-275.99999999999847,,1078.0000000000011
2020.11.06,1592.0000000000045,-367.0000000000062,-234.00000000000088,,990.9999999999975
2020.11.06,1590.0000000000025,-334.00000000000097,-229.99999999999687,,1026.0000000000048
2020.11.06,1548.000000000005,-321.0000000000046,-263.0000000000021,,963.9999999999984
2020.11.06,1482.0000000000055,-272.00000000000557,-305.99999999999517,,904.0000000000048
2020.11.06,1518.0000000000082,-253.0000000000032,-252.99999999999213,,1012.0000000000128
