date,CADJPY,AUDNZD,empty,sum
2016.09.12,-768.9999999999912,-165.9999999999995,,-934.9999999999907
2016.09.12,-695.999999999998,-180.0000000000024,,-876.0000000000003
2016.09.12,-572.9999999999933,-144.0000000000108,,-717.0000000000041
2016.09.12,-531.9999999999965,-123.00000000000644,,-655.000000000003
2016.09.12,-536.9999999999919,-124.99999999999733,,-661.9999999999893
2016.09.12,-521.0000000000008,-124.99999999999733,,-645.9999999999982
2016.09.12,-469.99999999999886,-114.99999999999844,,-584.9999999999973
2016.09.13,-498.9999999999952,-162.00000000001768,,-661.000000000013
2016.09.13,-487.99999999999955,-128.000000000017,,-616.0000000000166
2016.09.13,-444.9999999999932,-116.00000000000499,,-560.9999999999982
2016.09.13,-468.9999999999941,-243.00000000001543,,-712.0000000000095
2016.09.13,-463.99999999999864,-233.00000000001654,,-697.0000000000152
2016.09.13,-497.99999999999045,-187.00000000000384,,-684.9999999999943
2016.09.13,-613.9999999999901,-256.99999999999613,,-870.9999999999862
2016.09.13,-781.9999999999965,-301.0000000000179,,-1083.0000000000143
2016.09.13,-784.9999999999966,-251.00000000000122,,-1035.9999999999977
2016.09.13,-747.9999999999905,-212.00000000001216,,-960.0000000000026
2016.09.13,-780.0000000000011,-206.00000000001728,,-986.0000000000184
2016.09.13,-746.9999999999999,-201.00000000000674,,-948.0000000000066
2016.09.13,-664.0000000000015,-250.00000000001688,,-914.0000000000184
2016.09.13,-612.9999999999995,-246.99999999999721,,-859.9999999999968
2016.09.13,-593.9999999999941,-260.0000000000158,,-854.0000000000099
2016.09.13,-444.9999999999932,-261.0000000000001,,-705.9999999999933
2016.09.13,-503.0000000000001,-289.0000000000059,,-792.000000000006
2016.09.13,-537.9999999999967,-321.0000000000157,,-859.0000000000124
2016.09.13,-596.0000000000036,-367.0000000000062,,-963.0000000000098
2016.09.13,-679.000000000002,-268.0000000000016,,-947.0000000000036
2016.09.13,-763.9999999999958,-246.00000000001288,,-1010.0000000000086
2016.09.13,-858.9999999999947,-324.0000000000132,,-1183.0000000000077
2016.09.13,-850.9999999999991,-348.00000000001495,,-1199.000000000014
2016.09.13,-843.9999999999941,-429.99999999999704,,-1273.9999999999911
2016.09.13,-831.9999999999936,-367.0000000000062,,-1198.9999999999998
2016.09.13,-768.9999999999912,-324.9999999999975,,-1093.9999999999886
2016.09.13,-746.9999999999999,-341.99999999999784,,-1088.9999999999977
2016.09.13,-647.9999999999961,-321.0000000000157,,-969.0000000000118
2016.09.13,-579.9999999999983,-253.00000000001432,,-833.0000000000126
2016.09.13,-617.999999999995,-219.99999999999798,,-837.999999999993
2016.09.13,-619.9999999999903,-269.00000000000813,,-888.9999999999984
2016.09.13,-792.9999999999922,-207.00000000000162,,-999.9999999999937
2016.09.13,-738.9999999999901,-188.00000000001037,,-927.0000000000005
2016.09.13,-911.9999999999919,-154.0000000000097,,-1066.0000000000016
2016.09.13,-1030.9999999999918,-150.00000000000568,,-1180.9999999999975
2016.09.13,-969.9999999999989,-29.999999999996696,,-999.9999999999956
2016.09.13,-1010.9999999999957,-70.0000000000145,,-1081.0000000000102
2016.09.13,-1013.9999999999958,-236.00000000001398,,-1250.0000000000098
2016.09.13,-990.9999999999997,-255.00000000000523,,-1246.000000000005
2016.09.13,-1022.9999999999961,-256.99999999999613,,-1279.9999999999923
2016.09.13,-988.9999999999901,-209.9999999999991,,-1198.999999999989
2016.09.13,-697.9999999999933,-195.9999999999962,,-893.9999999999895
2016.09.13,-733.9999999999947,-161.00000000001114,,-895.0000000000058
2016.09.13,-721.0000000000036,-154.0000000000097,,-875.0000000000133
2016.09.13,-655.9999999999917,-97.9999999999981,,-753.9999999999898
2016.09.13,-607.9999999999899,-72.0000000000054,,-679.9999999999952
2016.09.13,-664.0000000000015,-21.00000000000435,,-685.0000000000058
2016.09.13,-734.9999999999994,-121.00000000001555,,-856.000000000015
2016.09.14,-713.9999999999986,-119.00000000000244,,-833.0000000000011
2016.09.14,-695.999999999998,-82.00000000000429,,-778.0000000000023
2016.09.14,-706.0000000000031,-117.00000000001154,,-823.0000000000146
2016.09.14,-716.9999999999987,-131.00000000001444,,-848.0000000000132
2016.09.14,-685.0000000000023,-12.999999999996348,,-697.9999999999986
2016.09.14,-704.9999999999983,-31.000000000003247,,-736.0000000000016
2016.09.14,-685.9999999999928,27.999999999983594,,-658.0000000000092
2016.09.14,-498.9999999999952,42.999999999993044,,-456.00000000000216
2016.09.14,-524.9999999999915,31.000000000003247,,-493.99999999998823
2016.09.14,-313.0000000000024,21.999999999988695,,-291.0000000000137
2016.09.14,-316.0000000000025,7.0000000000014495,,-309.000000000001
2016.09.14,-328.9999999999935,12.999999999996348,,-315.99999999999716
2016.09.14,-280.00000000000114,-18.0000000000069,,-298.000000000008
2016.09.14,-344.99999999999886,-36.999999999998145,,-381.999999999997
2016.09.14,-337.0000000000033,-26.999999999999247,,-364.00000000000256
2016.09.14,-307.00000000000216,-42.0000000000087,,-349.00000000001086
2016.09.14,-254.99999999999545,-24.000000000001798,,-278.99999999999727
2016.09.14,-332.9999999999984,-24.000000000001798,,-357.0000000000002
2016.09.14,-308.9999999999975,-102.00000000000209,,-410.9999999999996
2016.09.14,-16.999999999995907,-195.00000000001182,,-212.00000000000773
2016.09.14,-60.99999999999284,-233.00000000001654,,-294.0000000000094
2016.09.14,-232.99999999998988,-253.00000000001432,,-486.0000000000042
2016.09.14,-210.99999999999852,-275.000000000003,,-486.00000000000153
2016.09.14,-322.9999999999933,-249.00000000001032,,-572.0000000000036
2016.09.14,-625.0,-287.000000000015,,-912.000000000015
2016.09.14,-575.9999999999934,-284.00000000001756,,-860.0000000000109
2016.09.14,-603.9999999999992,-319.0000000000026,,-923.0000000000018
2016.09.14,-599.0000000000038,-317.0000000000117,,-916.0000000000155
2016.09.14,-715.999999999994,-304.9999999999997,,-1020.9999999999936
2016.09.14,-658.9999999999918,-344.00000000001097,,-1003.0000000000027
2016.09.14,-640.0000000000006,-310.0000000000103,,-950.0000000000109
2016.09.14,-649.0000000000009,-384.00000000000654,,-1033.0000000000075
2016.09.14,-653.9999999999964,-404.0000000000044,,-1058.0000000000007
2016.09.14,-795.0000000000017,-346.0000000000019,,-1141.0000000000036
2016.09.14,-742.999999999995,-460.000000000016,,-1203.000000000011
2016.09.14,-813.0000000000024,-507.000000000013,,-1320.0000000000155
2016.09.14,-982.9999999999899,-618.0000000000074,,-1600.9999999999973
2016.09.14,-1007.9999999999956,-578.0000000000118,,-1586.0000000000073
2016.09.14,-965.999999999994,-516.0000000000053,,-1481.9999999999993
2016.09.14,-951.9999999999982,-456.9999999999963,,-1408.9999999999945
2016.09.14,-879.9999999999955,-465.0000000000043,,-1344.9999999999998
2016.09.14,-923.0000000000018,-453.99999999999886,,-1377.0000000000007
2016.09.14,-1067.9999999999977,-453.0000000000145,,-1521.0000000000123
2016.09.14,-990.9999999999997,-455.0000000000054,,-1446.000000000005
2016.09.14,-1019.999999999996,-423.0000000000178,,-1443.0000000000139
2016.09.14,-1010.9999999999957,-429.00000000001273,,-1440.0000000000084
2016.09.14,-984.9999999999994,-435.0000000000076,,-1420.000000000007
2016.09.14,-983.9999999999947,-453.0000000000145,,-1437.000000000009
2016.09.15,-975.9999999999991,-580.0000000000027,,-1556.0000000000018
2016.09.15,-1013.9999999999958,-570.0000000000039,,-1583.9999999999995
2016.09.15,-1012.0000000000005,-551.9999999999969,,-1563.9999999999973
2016.09.15,-974.9999999999943,-612.9999999999969,,-1587.9999999999914
2016.09.15,-989.9999999999949,-414.00000000000324,,-1403.9999999999982
2016.09.15,-897.9999999999961,-303.0000000000088,,-1201.000000000005
2016.09.15,-890.9999999999911,-137.00000000000932,,-1028.0000000000005
2016.09.15,-956.9999999999936,-232.00000000000998,,-1189.0000000000036
2016.09.15,-1048.0000000000018,-258.0000000000027,,-1306.0000000000045
2016.09.15,-1287.9999999999968,-565.9999999999999,,-1853.9999999999968
2016.09.15,-1376.9999999999955,-513.0000000000078,,-1890.0000000000032
2016.09.15,-1271.000000000001,-368.9999999999971,,-1639.999999999998
2016.09.15,-1259.0000000000005,-473.0000000000123,,-1732.0000000000127
2016.09.15,-1197.9999999999932,-445.0000000000065,,-1642.9999999999995
2016.09.15,-1186.9999999999977,-356.00000000000074,,-1542.9999999999984
2016.09.15,-1143.9999999999914,-334.9999999999964,,-1478.9999999999877
2016.09.15,-1105.9999999999945,-346.0000000000019,,-1451.9999999999964
2016.09.15,-1135.9999999999957,-343.00000000000443,,-1479.0
2016.09.15,-1224.0000000000036,-303.0000000000088,,-1527.0000000000125
2016.09.15,-1274.9999999999914,-295.0000000000008,,-1569.9999999999923
2016.09.15,-1235.99999999999,-222.00000000001108,,-1458.0000000000011
2016.09.15,-1152.9999999999916,-182.99999999999983,,-1335.9999999999914
2016.09.15,-1118.9999999999998,-184.00000000000637,,-1303.0000000000061
2016.09.15,-1128.0,-154.0000000000097,,-1282.0000000000098
2016.09.15,-1048.0000000000018,-116.00000000000499,,-1164.0000000000068
2016.09.15,-1021.9999999999914,-167.00000000000603,,-1188.9999999999973
2016.09.15,-1012.0000000000005,-155.00000000001623,,-1167.0000000000166
2016.09.15,-968.0000000000035,-131.99999999999878,,-1100.0000000000023
2016.09.15,-1094.9999999999989,-233.00000000001654,,-1328.0000000000155
2016.09.15,-1087.9999999999939,-279.00000000000705,,-1367.000000000001
2016.09.15,-1057.0000000000023,-388.0000000000106,,-1445.0000000000127
2016.09.15,-1156.9999999999964,-459.0000000000094,,-1616.0000000000057
2016.09.15,-985.99999999999,-273.9999999999965,,-1259.9999999999864
2016.09.15,-941.0000000000025,-266.0000000000107,,-1207.0000000000132
2016.09.15,-878.9999999999907,-302.0000000000023,,-1180.999999999993
2016.09.15,-748.9999999999952,-260.0000000000158,,-1009.000000000011
2016.09.15,-725.9999999999991,-168.0000000000126,,-894.0000000000117
2016.09.15,-801.9999999999925,-260.0000000000158,,-1062.0000000000082
2016.09.15,-819.9999999999932,-251.00000000000122,,-1070.9999999999943
2016.09.15,-798.9999999999924,-282.0000000000045,,-1080.9999999999968
2016.09.15,-829.9999999999983,-268.0000000000016,,-1098.0
2016.09.15,-956.0000000000031,-310.0000000000103,,-1266.0000000000134
2016.09.15,-900.9999999999962,-364.00000000000875,,-1265.000000000005
2016.09.15,-902.000000000001,-358.9999999999982,,-1260.999999999999
2016.09.15,-914.999999999992,-289.0000000000059,,-1203.999999999998
2016.09.15,-926.9999999999925,-314.99999999999864,,-1241.9999999999911
2016.09.15,-935.9999999999928,-347.0000000000084,,-1283.0000000000014
2016.09.15,-960.9999999999985,-357.00000000000733,,-1318.000000000006
2016.09.16,-1021.9999999999914,-324.0000000000132,,-1346.0000000000045
2016.09.16,-981.9999999999993,-381.0000000000091,,-1363.0000000000084
2016.09.16,-959.9999999999937,-389.0000000000171,,-1349.000000000011
2016.09.16,-1189.9999999999977,-459.0000000000094,,-1649.000000000007
2016.09.16,-1100.999999999999,-431.0000000000036,,-1532.0000000000027
2016.09.16,-1067.9999999999977,-401.00000000000693,,-1469.0000000000045
2016.09.16,-1192.9999999999977,-425.0000000000087,,-1618.0000000000064
2016.09.16,-1186.9999999999977,-395.99999999999636,,-1582.999999999994
2016.09.16,-1108.9999999999945,-361.0000000000113,,-1470.000000000006
2016.09.16,-1003.9999999999907,-331.0000000000146,,-1335.0000000000052
2016.09.16,-987.9999999999995,-330.0000000000081,,-1318.0000000000077
2016.09.16,-935.0000000000023,-286.00000000000847,,-1221.0000000000107
2016.09.16,-1024.9999999999914,-268.0000000000016,,-1292.999999999993
2016.09.16,-1027.000000000001,-275.000000000003,,-1302.0000000000039
2016.09.16,-1024.9999999999914,-283.000000000011,,-1308.0000000000023
2016.09.16,-1045.9999999999923,-266.0000000000107,,-1312.000000000003
2016.09.16,-1018.0000000000007,-253.00000000001432,,-1271.000000000015
2016.09.16,-1030.0000000000011,-267.0000000000172,,-1297.0000000000184
2016.09.16,-1021.0000000000008,-265.0000000000041,,-1286.000000000005
2016.09.16,-1118.9999999999998,-270.99999999999903,,-1389.9999999999989
2016.09.16,-1179.9999999999927,-256.99999999999613,,-1436.9999999999889
2016.09.16,-1165.9999999999968,-265.0000000000041,,-1431.000000000001
2016.09.16,-1155.9999999999918,-368.9999999999971,,-1524.9999999999889
2016.09.16,-1108.9999999999945,-397.0000000000029,,-1505.9999999999975
2016.09.16,-1069.9999999999932,-350.00000000000585,,-1419.999999999999
2016.09.16,-1177.9999999999973,-287.000000000015,,-1465.0000000000123
2016.09.16,-1402.000000000001,-270.99999999999903,,-1673.0
2016.09.16,-1471.999999999994,-286.00000000000847,,-1758.0000000000025
2016.09.16,-1468.0000000000036,-320.00000000000915,,-1788.0000000000127
2016.09.16,-1457.9999999999984,-320.00000000000915,,-1778.0000000000075
2016.09.16,-1515.9999999999911,-328.00000000001717,,-1844.0000000000082
2016.09.16,-1519.999999999996,-328.00000000001717,,-1848.0000000000132
2016.09.16,-1444.0000000000027,-175.99999999999838,,-1620.0000000000011
2016.09.16,-1481.9999999999993,-158.99999999999804,,-1640.9999999999973
2016.09.16,-1476.9999999999895,-52.000000000007596,,-1528.999999999997
2016.09.16,-1351.9999999999895,-59.000000000009045,,-1410.9999999999986
2016.09.16,-1240.9999999999995,-42.0000000000087,,-1283.0000000000082
2016.09.16,-1250.0,-18.0000000000069,,-1268.0000000000068
2016.09.16,-1135.9999999999957,1.999999999990898,,-1134.0000000000048
2016.09.16,-1174.9999999999973,17.000000000000348,,-1157.9999999999968
2016.09.16,-1150.9999999999964,12.999999999996348,,-1138.0
2016.09.16,-1119.9999999999905,21.999999999988695,,-1098.0000000000018
2016.09.16,-1088.9999999999986,36.999999999998145,,-1052.0000000000005
2016.09.16,-1055.9999999999973,18.999999999991246,,-1037.000000000006
2016.09.16,-1036.9999999999918,4.999999999988347,,-1032.0000000000034
2016.09.16,-1155.0000000000011,5.999999999994898,,-1149.0000000000061
2016.09.16,-1191.9999999999932,48.000000000003595,,-1143.9999999999895
2016.09.16,-1212.9999999999939,68.00000000000139,,-1144.9999999999925
