date,nextweek_NZDCHF,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD
2011.09.04,-12,30,-30,-24,24,12,-12,-25,24,24,-30,24,24,24,-8,-18,-12,-9,-18,-18,-15,-5,-6,-12,-30,-9,-20,16
2011.08.28,24,-15,-12,-20,18,2,18,15,-18,-18,18,-10,-8,-4,-16,-12,-12,-25,-18,-30,-36,-36,-6,36,30,16,16,-4
2011.08.21,-4,20,-12,12,-6,-20,25,25,10,24,-18,20,20,20,16,-18,-15,-24,18,-4,-20,-25,24,24,24,16,16,-12
2011.08.14,20,6,25,24,-24,1,8,-15,25,24,-24,4,18,-4,-2,24,30,12,12,20,6,30,-12,-6,-24,15,-16,30
2011.08.07,-4,5,-30,-20,-24,9,-18,-24,5,5,-6,5,5,4,6,-36,-6,-3,-36,-3,-3,12,-18,-30,-36,-4,-6,12
2011.07.31,4,-30,-2,-12,18,20,-30,-30,-30,-30,36,-30,-36,-30,-9,12,24,30,12,10,24,24,-6,-18,-18,-25,-20,-8
2011.07.24,-30,-25,12,-2,-18,6,16,12,-36,-36,36,-36,-15,-20,-6,-18,15,-20,-18,4,-25,-20,-18,-6,-12,20,20,-2
2011.07.17,-20,24,10,15,-18,-6,15,20,30,30,-36,24,25,15,6,12,6,-12,12,12,-9,-12,8,18,18,16,16,-9
2011.07.10,15,-25,4,-12,-24,-4,-9,4,-20,-30,6,-30,-25,-16,-16,-30,-4,15,-36,-25,2,-18,-30,-30,-36,-16,2,-10
2011.07.03,-16,-12,-2,-25,-6,8,-4,12,-15,-36,18,-15,-16,-2,-25,-6,6,4,-30,-25,-15,-36,-6,-12,24,1,12,-30
2011.06.26,-2,12,12,24,24,-25,15,15,20,36,-6,30,24,20,16,36,-15,-15,30,-4,-3,-1,36,30,24,-4,-3,2
2011.06.19,20,-16,-15,-4,24,3,-12,2,-30,-25,30,-20,-25,-16,9,-12,-16,-2,-6,2,12,-4,-6,-12,12,-10,6,-20
2011.06.12,-16,6,-3,-6,-6,2,9,-24,6,6,-12,9,16,-5,1,-6,-4,-15,-6,-3,-20,24,-6,36,-24,16,-15,30
2011.06.05,-5,12,-20,-20,6,2,-20,9,-3,-8,-24,12,-9,16,-6,-18,-12,12,-24,-15,-1,-24,-12,-24,18,-15,12,-24
2011.05.29,16,-20,-9,24,-6,1,-3,-4,-18,4,24,-10,-20,-15,25,-12,-18,-6,24,15,30,24,-6,-12,-12,1,-4,3
2011.05.22,-15,-15,10,10,-18,6,3,15,-20,-20,18,-24,-30,-2,-9,6,20,30,6,15,24,-20,-18,-36,12,3,20,-36
2011.05.15,-2,-30,6,20,24,4,12,8,-25,-12,30,-25,-20,-18,8,24,12,-8,30,24,-3,-4,18,24,12,16,12,-3
2011.05.08,-18,12,-10,-15,12,1,-8,-2,8,-2,-24,16,10,8,-9,-12,-16,8,-18,-20,-15,-25,18,-6,-6,-12,-2,-8
2011.05.01,8,8,-30,-24,-18,30,-25,-25,-12,-15,-24,-12,-15,-15,-4,-24,4,9,-24,-5,-4,-5,-30,-30,-30,-6,1,-1
2011.04.24,-15,-25,15,20,-6,-6,15,6,-30,-6,36,-20,-8,-24,15,12,4,-8,24,20,-2,24,-4,18,-5,12,-2,16
2011.04.17,-24,-6,10,4,-30,-6,10,2,9,2,-30,-2,12,-4,-2,-30,8,-12,-24,3,-16,16,-24,6,-36,8,-6,30
2011.04.10,-4,-20,-9,-4,-24,10,1,15,-20,-20,-12,-25,-16,2,3,-30,2,-3,-24,8,-3,-24,-30,-24,-30,6,25,-25
2011.04.03,2,-20,30,15,24,-12,10,20,-3,-4,36,-8,-6,-2,1,30,20,-1,24,12,2,-8,18,18,24,6,12,-12
2011.03.27,-2,4,8,20,36,-30,12,20,8,20,36,30,12,15,9,36,-30,-16,36,-16,-2,-15,36,36,36,-6,4,-8
2011.03.20,15,20,-10,-8,18,-18,30,30,16,15,-24,30,36,30,3,-6,-15,-36,-12,-30,-36,-36,30,36,30,30,20,-1
2011.03.13,30,-25,8,15,-24,20,-24,-20,-25,-30,12,-30,-36,-30,6,-24,24,36,6,24,30,30,-24,-30,-30,-10,-3,-6
2011.03.06,-30,12,-20,-16,-6,2,-4,6,-12,-4,-18,8,2,9,3,-24,-20,-10,-30,-15,-9,-20,-6,-24,10,-5,3,-16
2011.02.27,9,-4,30,20,30,-18,-2,-16,20,20,30,4,-6,-16,3,36,20,30,30,15,30,30,36,18,-12,-12,-20,20
2011.02.20,-16,-20,-16,3,-18,-3,2,-16,-30,-25,18,-16,-24,-20,16,-30,-10,-5,-24,-2,12,30,-18,-36,-30,-18,-20,15
2011.02.13,-20,-30,25,10,-6,-3,12,6,-15,-20,24,-20,-15,-25,-12,24,20,8,12,8,-2,12,-6,24,12,12,2,16
2011.02.06,-25,20,-8,-1,18,4,-12,-8,15,20,-18,15,9,15,6,18,-4,12,24,-1,12,15,12,6,18,-8,-4,1
2011.01.30,15,8,30,-1,5,-12,25,4,36,30,-24,25,30,24,-12,30,12,-12,12,-10,-24,-1,18,24,12,24,-12,25
2011.01.23,24,-20,-20,3,-12,9,12,20,-30,-25,30,-20,-12,2,15,-24,-8,-25,-6,16,-6,-36,-18,-6,30,16,30,-20
2011.01.16,2,-9,16,15,-24,9,-1,-8,4,10,6,-16,-3,-12,8,12,25,8,12,15,10,18,-30,-6,-24,12,-3,12
2011.01.09,-12,-3,24,36,-18,-4,-6,9,15,30,6,-2,-8,12,20,18,20,30,30,36,36,36,-6,-18,24,-16,6,-25
2011.01.02,12,36,1,-24,36,3,-30,-30,24,4,-12,36,8,12,-20,30,2,30,-6,-24,-4,-5,36,-18,-12,-30,-30,-6
2010.12.26,12,-25,15,20,-36,-16,25,36,-20,-12,18,-15,-9,8,15,-36,-5,-30,-12,8,-2,-24,-18,6,30,16,20,-25
2010.12.19,8,-20,-9,-9,-30,-3,30,20,-30,-24,-6,-10,8,3,1,-36,-8,-36,-36,-8,-30,-36,-30,18,12,24,15,-2
2010.12.12,3,-16,-15,-1,-12,3,18,-8,-30,-20,30,-20,-12,-20,24,-24,-20,-36,-6,6,-6,20,-6,36,-12,12,-8,25
2010.12.05,-20,12,2,-30,24,12,-9,-25,12,-12,6,-1,-1,-12,-20,18,12,16,6,-20,-12,12,12,12,-24,-3,-16,20
2010.11.28,-12,-25,10,4,-24,-8,10,8,-15,-30,12,-12,-6,-12,-5,-18,-9,-10,-36,-18,-20,-16,-12,6,-24,8,2,12
2010.11.21,-12,12,-24,-30,12,6,-20,-25,-20,-30,-12,6,-12,-25,-20,-18,-30,-4,-30,-36,-30,6,6,-18,-30,-20,-30,30
2010.11.14,-25,16,-20,-3,30,9,-3,3,9,16,-2,12,16,12,9,12,-9,-12,18,3,-2,-8,18,24,18,6,6,-6
2010.11.07,12,25,-15,-30,18,16,-25,-25,15,-15,-18,16,-12,-12,-30,12,8,24,-36,-30,3,-15,12,-24,-12,-20,-16,-4
2010.10.31,-12,-10,12,9,36,-25,25,25,-10,-15,18,-3,15,24,-2,36,-16,-30,24,-15,-36,-36,36,36,30,16,12,-4
2010.10.24,24,6,36,-2,-12,-6,-2,15,24,6,-24,16,6,30,-20,18,15,18,-30,-16,1,-30,-12,-24,24,-12,12,-24
2010.10.17,30,20,-25,-3,-12,24,-9,-12,1,15,-36,3,-1,9,16,-36,-6,-10,-36,20,12,10,-36,-24,-18,9,12,3
2010.10.10,9,-2,2,-4,-6,-2,1,-2,1,-12,10,-1,-4,-4,-4,6,2,2,-18,-8,-4,-6,-6,-12,-6,1,1,2
2010.10.03,-4,-16,12,8,-18,-8,8,8,-12,-8,-6,-6,1,1,1,-12,4,-3,-12,4,-3,-3,-12,-12,-12,3,6,-3
2010.09.26,1,-12,-2,15,-30,-3,12,8,-8,15,-12,-9,4,1,15,-24,-3,-20,12,25,12,25,-30,-10,-30,12,9,12
2010.09.19,1,-30,10,36,-36,-12,25,12,-25,4,30,-25,-9,-16,30,-30,2,-25,24,24,10,24,-18,12,-12,16,8,25
2010.09.12,-16,-24,30,36,12,-5,18,-6,8,20,36,-6,-1,-16,18,18,15,15,36,36,30,36,18,24,12,9,-6,30
2010.09.05,-16,4,-8,-25,-24,-2,8,12,-4,-25,-18,3,8,12,-12,-24,-8,-20,-30,-30,-36,-36,-9,6,6,8,20,-6
2010.08.29,12,-16,-16,4,-18,-4,8,4,-20,-4,-12,1,3,-4,12,-18,-15,-18,-24,3,-4,-1,-18,6,-24,9,2,16
2010.08.22,-4,-6,-3,3,-36,3,8,3,-12,-6,6,-16,3,1,6,-30,3,-15,-36,12,-8,-3,-36,6,6,24,12,6
2010.08.15,1,-16,-6,-3,-36,3,2,-1,-20,-15,12,-10,-8,-12,-1,-36,2,-12,-24,1,-3,-3,-18,-18,-12,6,6,6
2010.08.08,-12,24,-36,-36,12,24,-25,-30,-15,-18,-24,-1,-8,-20,-12,-24,-25,6,-30,-30,-25,-2,-18,-24,-30,-16,-30,20
2010.08.01,-20,-1,25,30,-18,-5,20,9,25,30,-18,4,24,12,2,24,10,3,24,15,6,8,-6,12,-6,8,3,9
2010.07.25,12,-8,30,20,-18,-16,12,-1,16,-1,12,-3,-2,-8,-6,18,12,12,-6,12,12,15,-6,-12,-12,1,-6,8
2010.07.18,-8,3,4,1,18,-30,25,15,10,4,18,30,30,20,-6,12,-30,-30,6,-20,-24,-18,36,30,24,16,6,24
2010.07.11,20,-6,15,15,-24,20,-4,-1,20,20,-24,-15,-8,-2,3,-6,24,30,-12,24,24,18,-24,-18,-12,12,20,-16
2010.07.04,-2,-12,-12,12,12,-20,18,15,-30,1,18,20,18,15,20,6,-36,-30,18,-25,-24,-24,24,18,18,12,6,12
2010.06.27,15,-30,4,10,-30,25,-30,-30,-30,-30,18,-36,-36,-36,3,-18,30,36,-30,24,24,36,-30,-30,-36,-16,-12,-1
2010.06.20,-36,-4,10,-12,-12,16,-12,1,9,-15,-18,-15,-12,-6,-20,8,18,24,-18,8,4,-16,-18,-18,-12,9,12,-12
2010.06.13,-6,-36,30,30,-18,-16,30,25,-10,-10,24,-25,-12,-12,2,30,16,-4,24,24,-2,-2,12,18,12,20,16,3
2010.06.06,-12,-16,16,15,-24,-20,10,10,-6,1,12,15,10,10,2,12,-15,-12,6,-20,-10,-10,12,12,18,3,2,9
2010.05.30,10,6,12,-20,24,4,-15,-3,24,-25,18,-3,-20,-2,-25,30,20,30,-6,-20,2,-15,-6,-6,18,-16,-2,-30
2010.05.23,-2,20,-2,-30,12,-3,4,2,12,-30,6,15,10,8,-30,6,-8,-12,-30,-36,-24,-24,12,12,6,8,-10,15
2010.05.16,8,12,-18,10,-24,15,-36,-30,8,36,-24,-12,-36,-25,30,-30,10,30,-18,24,36,36,-24,-36,-36,-36,-20,-20
2010.05.09,-25,24,-10,-18,-6,2,-8,-8,16,-10,-18,25,16,16,-20,-12,-15,-4,-18,-30,-24,-18,-6,-12,-6,-16,-12,9
2010.05.02,16,36,-36,-36,-24,25,-30,-20,-3,-30,-36,4,-4,18,-12,-30,-8,8,-36,-30,-18,-36,-24,-24,-24,-12,9,-20
2010.04.25,18,6,-12,-9,-18,20,-2,12,-3,-1,-24,-15,3,24,2,-18,10,-12,-24,15,-6,-30,-30,-18,6,24,30,-25
2010.04.18,24,20,8,-16,24,-15,9,16,25,4,18,25,20,30,-16,18,-15,-4,18,-25,-20,-36,24,18,30,-8,-2,-3
2010.04.11,30,2,-6,-8,-18,8,-20,-16,-6,-6,-12,-6,-24,-24,-4,-18,2,12,-18,1,16,16,-12,-30,-36,-18,-10,-2
2010.04.04,-24,12,4,1,-36,-12,16,8,20,15,-36,16,30,12,-12,-36,1,-20,-36,-15,-30,-15,-24,-18,-30,8,3,6
2010.03.28,12,1,20,4,24,-20,24,5,30,2,24,24,30,2,-20,30,4,1,24,-30,-30,-3,36,36,36,8,-12,30
2010.03.21,2,9,-8,-16,18,20,-12,-4,-2,-9,12,-6,-3,-1,-4,18,6,6,12,2,2,-12,12,18,18,9,9,-8
2010.03.14,-1,2,-5,-20,-24,-2,-1,9,-8,-30,-12,6,2,12,-9,-12,-10,-8,-24,-30,-20,-36,-6,-12,12,-2,12,-24
2010.03.07,12,-12,3,8,-18,-12,9,6,-25,-18,6,-6,-3,-4,15,6,-12,-18,6,2,2,4,12,12,12,-1,-2,6
2010.02.28,-4,-1,-4,-2,18,-20,12,-8,-10,-1,12,30,20,-4,4,6,-30,-25,12,-30,-25,9,36,24,6,-16,-30,30
2010.02.21,-4,-2,-15,1,-30,20,-9,-6,-15,-4,-30,-30,-12,-4,12,-30,-2,-4,-30,25,12,12,-36,-30,-30,12,15,-4
2010.02.14,-4,-1,-15,-2,24,-16,16,8,-15,-2,30,12,20,12,16,30,-30,-36,24,-15,-30,-24,36,36,36,4,-6,8
2010.02.07,12,1,12,-2,36,-15,15,8,8,-6,36,15,15,12,-6,24,-15,-20,24,-15,-24,-10,24,24,18,6,-2,16
2010.01.31,12,8,-15,-10,-12,2,-12,-8,-12,-6,-18,9,-9,-9,15,-18,-20,-3,-18,-15,9,12,-12,-18,-18,-16,-16,2
2010.01.24,-9,20,-4,-20,12,16,-15,-12,25,-6,-12,9,-1,1,-24,-6,20,15,-18,-12,-3,-8,-18,-12,-12,-6,-2,-3
2010.01.17,1,16,-8,-20,-12,20,-15,-20,18,-6,-24,-12,-8,-8,-15,-18,25,15,-30,15,4,12,-30,-24,-24,9,-6,20
2010.01.10,-8,1,30,-2,-36,-1,-9,-1,15,-1,-18,2,-8,2,-12,-12,20,24,-18,-3,18,-1,-24,-30,-24,-6,-1,-9
2010.01.03,2,-8,-8,12,-18,-15,20,12,-15,-6,6,12,25,9,16,-24,-30,-24,6,-25,-30,-15,18,24,24,12,2,24
2009.12.27,9,-2,15,-6,30,-2,24,30,15,-9,24,1,24,30,-12,36,10,-10,30,-6,-30,-36,24,36,36,20,25,-16
2009.12.20,30,-1,-20,6,24,-25,-15,-15,-15,4,18,24,-15,-6,20,18,-30,-15,24,-25,20,30,30,6,18,-30,-18,1
2009.12.13,-6,9,-3,-20,12,9,-20,-12,9,-30,6,1,-16,-9,-12,12,6,30,-30,-15,9,-2,6,-30,-24,-15,-8,-9
2009.12.06,-9,25,-20,-25,-36,6,-8,6,8,4,-36,24,16,20,-3,-36,-16,-12,-36,-25,-15,-18,-36,-36,6,1,8,-20
2009.11.29,20,8,-3,-8,24,-12,10,10,8,4,24,20,16,16,-6,18,-16,-24,24,-20,-20,-20,30,30,24,3,3,-2
2009.11.22,16,-24,4,20,-30,-16,-3,-8,-25,-18,-18,-6,-20,-20,9,-18,-20,8,-18,1,15,18,-12,-18,-24,-16,-25,12
2009.11.15,-20,6,-10,-6,-24,10,-20,-15,-4,6,-18,-8,-20,-8,3,-24,6,20,-18,15,30,18,-18,-30,-30,-18,-3,3
2009.11.08,-8,-6,4,6,-6,-30,20,12,-6,-1,18,30,20,9,3,-6,-36,-20,-4,-30,-20,-15,36,24,30,-12,-15,3
2009.11.01,9,-6,10,8,24,-24,20,12,8,3,24,6,30,9,-3,24,3,-20,24,-6,-25,-16,36,36,36,8,3,8
2009.10.25,9,25,16,-20,-30,36,-20,-30,30,-4,-36,-12,-3,-20,-20,-12,36,24,-36,20,3,30,-36,-30,-36,15,-12,30
2009.10.18,-20,-12,-1,12,12,8,12,20,-10,-10,24,-20,-1,15,3,18,20,-8,24,18,-5,-30,-12,24,24,25,30,-30
2009.10.11,15,-16,18,20,12,-15,16,6,10,-3,36,-6,2,-6,-10,24,12,10,36,8,-2,6,36,36,24,6,2,9
2009.10.04,-6,-8,-4,24,6,-36,36,25,-8,24,6,36,36,25,16,-12,-36,-36,12,-30,-36,-20,36,36,36,18,-8,10
2009.09.27,25,20,-4,-20,6,-12,-1,-2,8,-1,-36,25,15,8,-6,6,-25,1,-30,-25,-20,-16,12,8,6,-8,-12,2
2009.09.20,8,-4,-10,-1,-12,20,4,16,-18,-6,-18,-25,-1,20,12,-18,15,-18,-18,25,-6,-24,-24,-18,-6,25,30,-25
2009.09.13,20,-6,-36,12,24,-8,6,4,-36,4,24,1,-1,-1,30,-18,-24,-30,24,2,2,9,18,18,18,-1,-4,4
2009.09.06,-1,-30,20,30,-30,-20,24,30,-20,-6,-6,-12,-9,3,10,-18,8,3,-12,12,9,-5,-12,-12,-2,6,16,-8
2009.08.30,3,2,4,-2,-36,-2,4,2,12,-2,12,2,4,3,-9,6,16,-3,-24,-3,-5,-4,-30,6,6,3,2,6
2009.08.23,3,6,-25,-9,-12,12,2,-2,-15,6,-24,-4,9,5,16,-24,-12,-30,-18,8,-8,-2,-18,-18,-18,12,12,8
2009.08.16,5,-8,1,8,-18,-10,3,8,-15,-12,12,2,-12,-8,8,-18,-15,-4,6,-8,9,-2,6,6,6,-20,-9,-9
2009.08.09,-8,-12,-20,4,-36,16,-2,12,-25,-16,-36,-20,-8,1,20,-36,4,-16,-36,20,6,-15,-36,-24,-24,24,30,-25
2009.08.02,1,8,-10,-4,24,3,4,24,15,20,24,4,16,30,8,30,8,-4,24,-2,-8,-30,30,30,36,9,20,-25
2009.07.26,30,-1,15,2,-6,-8,15,3,25,5,-6,18,30,15,-16,12,8,-16,6,-20,-36,-12,12,18,12,16,1,20
2009.07.19,15,-15,12,24,6,-30,24,24,4,4,18,20,24,18,1,18,-24,-25,18,-25,-30,-30,24,36,36,-6,-6,2
2009.07.12,18,-8,8,16,18,-30,15,15,4,15,24,30,15,12,2,18,-36,-24,24,-30,-12,-12,24,18,18,-16,-24,4
2009.07.05,12,-2,-9,-2,-36,2,-12,-1,-16,-9,-36,-6,-20,-16,6,-36,1,18,-36,2,24,-3,-30,-36,-30,-20,-9,-25
2009.06.28,-16,2,-5,-4,30,8,-8,-8,-8,-2,24,-4,-6,-15,-4,-6,-3,4,24,6,8,18,24,-6,-12,-6,-8,8
2009.06.21,-15,4,1,8,-24,30,2,2,4,20,-18,-16,3,3,12,-36,20,-3,-18,30,18,12,-36,-36,-24,10,12,-3
2009.06.14,3,3,3,-15,-30,24,-8,3,4,-9,-36,-16,-4,2,-6,-36,24,16,-36,12,-1,-10,-36,-36,-36,4,12,-16
2009.06.07,2,-12,24,6,-24,-3,15,15,24,-4,6,-3,12,8,-20,18,24,12,6,3,-15,-18,-5,12,12,10,10,-3
2009.05.31,8,15,-5,-5,24,15,-4,-8,9,24,18,-8,9,-2,1,30,25,-1,24,20,1,10,12,24,18,16,6,8
2009.05.24,-2,-10,10,4,30,-15,10,15,-1,-24,24,8,6,16,-15,18,-15,-8,18,-20,-20,-36,18,18,24,-4,6,-25
2009.05.17,16,-30,30,30,-6,-36,24,30,25,9,24,30,12,30,-24,24,-3,4,24,-30,-16,-24,30,24,30,-3,12,-10
2009.05.10,30,15,-6,-12,-36,30,-30,-15,10,6,-36,-16,-24,-12,-6,-36,18,36,-36,20,30,12,-36,-36,-24,-6,-3,3
2009.05.03,-12,-20,15,24,-18,-30,36,30,-4,4,12,18,30,16,3,18,-15,-30,12,-20,-36,-24,18,24,24,16,12,-6
2009.04.26,16,-2,10,2,18,-10,4,1,20,-2,12,20,8,9,-16,18,-6,12,12,-30,-10,-4,18,12,12,-9,-8,8
2009.04.19,9,-20,-20,10,-30,-3,-6,2,-30,-24,6,-25,-30,-24,25,-30,-5,-4,-36,20,25,25,-36,-36,-36,-8,1,-12
2009.04.12,-24,4,20,-4,-24,-16,2,-15,18,-12,-12,10,4,-20,-25,-6,4,25,-12,-12,-10,30,-12,-18,-18,-9,-20,36
2009.04.05,-20,20,-15,-24,-6,-2,2,-6,10,-12,-12,20,15,3,-20,-12,-15,-12,-18,-24,-24,-18,6,6,-18,2,-6,10
2009.03.29,3,-15,24,15,12,-4,15,10,18,3,12,-18,8,8,-20,18,36,8,12,30,-10,-5,12,12,12,15,20,6
2009.03.22,8,15,-5,-24,36,3,3,12,16,-16,36,20,16,25,-24,36,-8,-10,-6,-36,-36,-36,36,36,36,6,12,-10
2009.03.15,25,-36,30,36,-24,-36,36,36,-10,3,36,-20,-9,6,12,18,10,-10,36,36,16,-12,12,36,36,25,30,-30
2009.03.08,6,15,-20,15,-18,-4,10,10,5,30,-18,15,18,18,30,-30,-30,-30,12,20,-4,-12,6,12,18,16,15,-10
2009.03.01,18,-8,-25,2,12,12,4,6,-30,-12,18,-20,-3,-1,16,-12,-12,-18,12,15,-9,-15,-6,18,24,12,12,-3
2009.02.22,-1,8,-8,-8,24,10,-6,-8,9,-2,30,-4,4,-3,-9,30,10,4,24,4,-12,4,24,30,24,8,-1,12
2009.02.15,-3,-3,15,2,24,24,-15,-20,24,-6,18,-12,-12,-16,-20,24,30,36,12,15,15,30,6,12,12,-2,-12,12
2009.02.08,-16,2,-18,-12,-30,20,-12,-6,-18,-8,-24,-12,-15,-8,15,-30,-10,-5,-30,12,15,4,-30,-24,-18,-8,-3,-12
2009.02.01,-8,-3,12,20,18,-4,24,15,12,25,18,3,24,15,-4,12,15,-24,24,24,-18,-12,12,18,18,24,15,20
2009.01.25,15,3,24,-4,30,-12,-4,-15,30,-4,24,8,-15,-20,-24,24,24,30,-6,-5,18,36,30,-6,-6,-10,-20,24
2008.09.14,-20,-12,12,10,6,-10,4,10,4,-4,12,2,3,4,-6,12,3,-1,6,-3,-4,-6,12,6,6,1,4,-16
2008.09.07,4,16,3,-20,-36,18,-24,-24,15,1,-36,8,-6,-12,-12,-30,4,24,-36,-16,4,15,-36,-36,-24,-15,-16,4
2008.08.31,-12,20,-36,-36,-18,3,-36,-30,-16,-30,-30,15,-30,-30,-6,-30,-30,24,-36,-30,24,30,-18,-36,-36,-30,-30,-6
2008.08.24,-30,8,-20,-20,-24,15,-20,-24,-30,-24,-30,-8,-12,-18,6,-36,-6,-4,-36,4,9,20,-24,-36,-36,2,2,8
2008.08.17,-18,1,-4,16,-36,-12,-1,10,-8,24,-30,12,3,18,24,-30,-24,-16,6,-3,8,2,6,-18,18,-8,-2,-12
2008.08.10,18,8,-24,-15,6,-12,-15,3,-25,-8,-24,20,-20,4,15,-36,-24,-2,-24,-24,20,-12,6,-30,6,-20,-3,-24
2008.08.03,4,24,-36,-30,30,36,-30,-20,3,-16,-6,-18,-16,-3,-6,-12,20,18,-12,6,16,-3,-30,-18,-12,-6,6,-12
2008.07.27,-3,12,-12,-12,-12,16,-20,-16,8,9,-24,3,-8,-9,-1,-30,2,18,-24,-1,15,20,-30,-24,-36,-15,-12,-3
2008.07.20,-9,12,-4,-12,12,8,-12,-25,20,12,-24,-3,-2,-8,-9,12,15,15,-15,3,8,24,-12,-18,-24,-6,-16,24
2008.07.13,-8,3,9,-12,6,-2,-4,-1,15,1,5,12,12,15,-24,6,6,4,6,-24,-24,-16,6,6,12,-1,-4,1
2008.07.06,15,-8,3,15,-12,-12,2,2,-8,20,12,4,-6,-4,16,-18,-24,-1,24,4,20,20,18,-24,-12,-18,-9,1
2008.06.29,-4,6,-12,-3,6,12,2,-2,-3,4,8,-8,4,2,3,-24,9,-5,12,12,-4,-3,-24,6,6,16,9,6
2008.06.22,2,-10,10,10,-12,-12,9,1,-8,-8,12,-4,-3,-12,2,-5,4,3,18,4,3,15,-6,-6,-24,4,-12,16
2008.06.15,-12,-12,30,20,-12,-24,16,16,12,12,18,8,9,6,-2,36,6,3,36,1,-4,1,36,24,36,2,1,2
2008.06.08,6,25,-15,-30,36,12,-25,-25,30,6,36,25,6,4,-20,36,-4,25,36,-20,-2,-2,36,36,24,-16,-16,2
2008.06.01,4,-15,-18,10,-12,25,6,-12,-36,-24,18,-36,-8,-30,16,-36,18,-25,12,30,4,24,-24,12,-30,20,8,24
2008.05.25,-30,25,1,-20,30,6,-4,-4,30,18,6,16,24,24,-16,30,4,4,30,-12,-25,-20,24,30,36,2,4,-2
2008.05.18,24,-15,15,15,-12,-24,4,12,-15,-15,18,-4,-15,-6,-1,18,2,10,18,1,8,-3,36,-6,18,-18,3,-12
2008.05.11,-6,15,3,8,24,-9,8,3,20,30,18,20,25,12,4,24,-9,-10,24,1,-4,-1,24,24,24,3,2,16
2008.05.04,12,-12,-20,6,-24,-24,24,-8,-36,-15,-18,-1,-3,-15,24,-30,-36,-36,-24,-20,-20,18,-6,-12,-18,-6,-15,30
2008.04.27,-15,20,-8,-15,12,6,2,-6,10,12,-24,12,20,8,-6,6,1,-12,-18,-8,-20,-10,6,6,6,6,2,15
2008.04.20,8,10,-16,-10,6,12,-1,-4,5,6,-18,3,16,4,-3,-24,3,-24,-12,-3,-30,-2,-30,36,-12,24,-2,24
2008.04.13,4,8,20,20,18,-30,12,1,18,20,30,18,10,8,-6,30,-12,8,24,-15,-3,24,24,18,18,-24,-16,12
2008.04.06,8,-6,-30,6,-12,12,12,12,-18,-1,-6,-10,8,4,16,-18,2,-36,-6,15,-15,-6,-12,20,-6,20,25,2
2008.03.30,4,16,-3,-9,36,-12,3,-18,15,16,30,15,15,6,-4,36,-20,-10,36,-15,-10,6,36,36,30,-12,-16,30
2008.03.23,6,-10,20,24,-6,-6,30,18,-5,20,24,-4,8,-3,12,36,6,-30,36,12,3,10,30,36,36,20,9,12
2008.03.16,-3,5,-24,-10,6,36,-30,-20,-3,-3,-18,-20,-25,-9,-1,-18,24,24,-12,25,30,20,-18,-24,-18,-9,2,-16
2008.03.09,-9,-10,-2,15,-18,-2,8,20,-18,-3,-12,-10,-4,6,16,-18,-2,-10,-12,15,8,-25,-12,-12,-6,12,25,-25
2008.03.02,6,-8,15,12,-18,3,-2,-1,12,6,6,-8,-4,-4,-4,18,24,12,12,15,10,5,-12,-6,-6,3,6,-3
2008.02.24,-4,-24,15,24,-18,-30,18,-4,-30,-15,24,-5,-18,-18,16,-18,-30,2,-6,-12,15,18,-6,-12,-18,-20,-25,20
2008.02.17,-18,-4,4,12,-18,4,30,30,-3,12,6,-8,20,20,12,-18,10,-30,18,15,-20,-25,-18,36,30,30,30,-6
2008.02.10,20,-8,16,16,6,6,12,4,-1,6,12,-15,12,-6,2,12,15,-4,12,20,-6,8,-12,24,6,20,6,20
2008.02.03,-6,16,-10,-20,12,15,-9,-6,9,-8,-24,8,6,12,-20,-12,-4,-2,-24,-15,-20,-15,6,-12,6,-2,-1,-6
2008.01.27,12,-15,-10,20,-12,-16,20,20,-20,6,18,8,15,20,20,-12,-24,-36,12,-3,-18,-24,18,18,18,8,12,-9
2008.01.20,20,-4,10,4,-12,-15,-4,3,5,3,6,8,-15,2,-6,12,-8,36,6,-15,20,-4,12,-18,6,-30,-9,-24
2008.01.13,2,-2,-2,-10,-30,6,-12,-15,-6,-20,-36,-6,-12,-20,-12,-36,12,15,-30,-12,6,18,-30,-24,-30,-6,-15,15
2008.01.06,-20,-3,-15,2,36,15,25,15,-10,-3,18,-10,30,16,12,-6,8,-30,24,15,-36,-24,-12,30,24,30,25,3
2007.12.30,16,-15,-15,1,-36,20,-3,-12,-24,-30,-36,-36,-15,-25,12,-36,10,-16,-36,30,4,15,-36,-36,-36,24,12,18
2007.12.23,-25,-25,12,36,-18,-20,20,16,-36,-2,36,-10,-15,-12,24,-6,-12,-12,36,15,20,20,-6,-6,-6,-6,1,-9
2007.12.16,-12,-2,-24,-4,12,-20,2,-18,-36,-18,12,20,2,-18,12,-24,-36,-18,6,-24,-8,24,24,12,-24,-25,-30,24
2007.12.09,-18,20,-4,-15,12,16,-8,-4,36,24,-18,8,12,20,-18,12,24,10,-6,-3,2,-12,6,-6,18,-3,-1,-9
