date,USDCHF,EURUSD,EURGBP,empty,sum
2015.04.20,-697.0000000000032,-753.9999999999881,-307.99999999999716,,-1758.9999999999886
2015.04.20,-601.000000000007,-780.9999999999873,-209.9999999999991,,-1591.9999999999934
2015.04.20,-413.0000000000078,-662.9999999999914,-211.00000000000563,,-1287.0000000000048
2015.04.20,-424.00000000000216,-742.9999999999826,-211.00000000000563,,-1377.9999999999905
2015.04.20,-200.00000000000017,-692.9999999999881,-165.00000000000404,,-1057.9999999999923
2015.04.20,-296.0000000000074,-641.999999999987,-129.00000000000134,,-1066.9999999999957
2015.04.20,-309.99999999999915,-560.9999999999893,-141.99999999999767,,-1012.9999999999861
2015.04.20,-397.0000000000029,-523.9999999999911,-131.00000000000333,,-1051.9999999999975
2015.04.20,-302.0000000000023,-467.99999999997954,-78.00000000000028,,-847.999999999982
2015.04.20,-320.00000000000915,-458.9999999999872,-43.999999999999595,,-822.9999999999959
2015.04.20,-335.0000000000075,-607.9999999999864,-139.99999999999568,,-1082.9999999999895
2015.04.20,-372.0000000000057,-729.9999999999862,-209.9999999999991,,-1311.999999999991
2015.04.20,-483.0000000000001,-808.9999999999931,-217.0000000000005,,-1508.9999999999936
2015.04.20,-531.9999999999991,-791.9999999999927,-204.99999999999963,,-1528.9999999999914
2015.04.20,-504.9999999999999,-744.9999999999957,-214.00000000000307,,-1463.9999999999986
2015.04.20,-482.00000000000466,-725.9999999999823,-224.000000000002,,-1431.9999999999889
2015.04.20,-446.00000000000193,-713.9999999999924,-231.99999999999886,,-1391.9999999999932
2015.04.20,-517.0000000000008,-735.9999999999811,-187.9999999999993,,-1440.9999999999811
2015.04.20,-467.0000000000063,-709.9999999999884,-214.99999999999852,,-1391.9999999999932
2015.04.21,-440.00000000000705,-712.0000000000015,-214.99999999999852,,-1367.0000000000073
2015.04.21,-457.0000000000074,-708.9999999999818,-197.00000000000273,,-1362.9999999999918
2015.04.21,-426.9999999999996,-675.9999999999877,-175.00000000000293,,-1277.9999999999902
2015.04.21,-451.0000000000014,-712.9999999999859,-182.99999999999983,,-1346.999999999987
2015.04.21,-457.0000000000074,-698.999999999983,-173.00000000000094,,-1328.9999999999914
2015.04.21,-402.00000000000233,-609.9999999999994,-151.9999999999966,,-1163.9999999999984
2015.04.21,-511.0000000000059,-727.9999999999953,-166.99999999999494,,-1405.9999999999964
2015.04.21,-461.0000000000003,-698.999999999983,-163.00000000000205,,-1322.9999999999852
2015.04.21,-496.00000000000756,-683.9999999999957,-153.99999999999858,,-1334.0000000000018
2015.04.21,-614.0000000000034,-891.9999999999817,-197.99999999999818,,-1703.9999999999832
2015.04.21,-540.0000000000072,-796.999999999981,-188.9999999999947,,-1525.999999999983
2015.04.21,-548.9999999999995,-821.9999999999894,-190.00000000000128,,-1560.9999999999905
2015.04.21,-597.9999999999985,-847.9999999999822,-178.99999999999582,,-1624.9999999999766
2015.04.21,-585.0000000000022,-852.9999999999926,-188.9999999999947,,-1626.9999999999895
2015.04.21,-514.9999999999987,-785.9999999999978,-195.9999999999962,,-1496.9999999999927
2015.04.21,-523.0000000000068,-771.9999999999949,-178.00000000000037,,-1473.0000000000023
2015.04.21,-594.0000000000057,-865.999999999989,-204.99999999999963,,-1664.999999999994
2015.04.21,-628.0000000000064,-899.9999999999897,-233.00000000000543,,-1761.0000000000014
2015.04.21,-747.0000000000088,-1074.9999999999816,-283.99999999999534,,-2105.999999999986
2015.04.21,-748.9999999999997,-1276.9999999999948,-375.9999999999986,,-2401.999999999993
2015.04.21,-900.0000000000008,-1448.999999999989,-505.99999999999534,,-2854.9999999999854
2015.04.21,-878.000000000001,-1456.9999999999973,-527.9999999999951,,-2862.999999999993
2015.04.21,-919.9999999999986,-1377.9999999999905,-461.99999999999574,,-2759.999999999985
2015.04.21,-878.000000000001,-1280.9999999999989,-478.9999999999961,,-2637.999999999996
2015.04.21,-839.0000000000009,-1190.9999999999866,-409.0000000000038,,-2438.9999999999914
2015.04.21,-846.0000000000023,-1217.0000000000014,-446.9999999999974,,-2510.000000000001
2015.04.21,-692.9999999999992,-1204.9999999999893,-419.9999999999982,,-2317.999999999987
2015.04.21,-766.0,-1278.0000000000014,-451.0000000000014,,-2495.0000000000027
2015.04.21,-722.0000000000005,-1127.9999999999957,-387.000000000004,,-2237.0
2015.04.21,-621.0000000000049,-1076.9999999999945,-378.00000000000057,,-2076.0
2015.04.21,-596.0000000000076,-967.9999999999911,-378.00000000000057,,-1941.999999999999
2015.04.21,-565.0000000000044,-944.9999999999958,-361.0000000000002,,-1871.0000000000005
2015.04.21,-778.0000000000009,-1171.9999999999952,-363.99999999999767,,-2313.9999999999936
2015.04.21,-811.0000000000061,-1212.9999999999975,-426.00000000000415,,-2450.0000000000077
2015.04.21,-644.0000000000001,-1022.9999999999961,-422.00000000000017,,-2088.9999999999964
2015.04.21,-306.00000000000625,-678.0000000000008,-307.99999999999716,,-1292.000000000004
2015.04.21,-163.00000000000205,-535.9999999999809,-256.99999999999613,,-955.9999999999791
2015.04.21,-148.0000000000037,-522.0000000000002,-258.0000000000027,,-928.0000000000066
2015.04.21,-31.999999999998696,-478.0000000000006,-343.9999999999999,,-853.9999999999992
2015.04.21,-140.0000000000068,-554.9999999999944,-361.9999999999957,,-1056.9999999999968
2015.04.21,-239.0000000000003,-646.9999999999976,-358.0000000000028,,-1244.0000000000007
2015.04.21,-243.00000000000432,-615.9999999999943,-295.99999999999625,,-1154.999999999995
2015.04.21,-300.0000000000003,-688.9999999999841,-317.0000000000006,,-1305.999999999985
2015.04.21,-385.000000000002,-756.9999999999854,-314.99999999999864,,-1456.9999999999861
2015.04.21,-326.9999999999995,-717.9999999999964,-324.9999999999975,,-1369.9999999999934
2015.04.21,-338.00000000000495,-734.9999999999968,-326.0000000000041,,-1399.000000000006
2015.04.21,-413.0000000000078,-750.9999999999906,-317.0000000000006,,-1480.999999999999
2015.04.21,-356.00000000000074,-756.0000000000011,-326.9999999999995,,-1439.0000000000014
2015.04.22,-342.000000000009,-728.9999999999797,-324.00000000000205,,-1394.9999999999907
2015.04.22,-392.00000000000347,-717.9999999999964,-309.99999999999915,,-1419.9999999999989
2015.04.22,-395.0000000000009,-740.9999999999917,-307.0000000000017,,-1442.9999999999945
2015.04.22,-399.0000000000049,-714.999999999999,-309.99999999999915,,-1424.000000000003
2015.04.22,-380.00000000000256,-723.9999999999914,-314.0000000000032,,-1417.999999999997
2015.04.22,-361.0000000000002,-708.9999999999818,-317.9999999999961,,-1387.9999999999782
2015.04.22,-422.00000000000017,-832.9999999999949,-349.99999999999477,,-1604.9999999999898
2015.04.22,-448.000000000004,-901.9999999999806,-395.0000000000009,,-1744.9999999999854
2015.04.22,-440.00000000000705,-897.9999999999987,-395.99999999999636,,-1734.0000000000023
2015.04.22,-422.00000000000017,-875.999999999988,-400.9999999999958,,-1698.999999999984
2015.04.22,-390.0000000000015,-776.9999999999833,-378.00000000000057,,-1544.9999999999854
2015.04.22,-408.00000000000836,-814.999999999988,-399.0000000000049,,-1622.0000000000014
2015.04.22,-387.000000000004,-842.9999999999937,-409.99999999999926,,-1639.999999999997
2015.04.22,-396.00000000000745,-840.9999999999807,-410.9999999999947,,-1647.999999999983
2015.04.22,-365.99999999999966,-814.999999999988,-409.0000000000038,,-1589.9999999999916
2015.04.22,-289.0000000000059,-726.9999999999887,-392.00000000000347,,-1407.9999999999982
2015.04.22,-306.00000000000625,-662.9999999999914,-346.9999999999973,,-1315.999999999995
2015.04.22,-320.00000000000915,-701.9999999999804,-361.9999999999957,,-1383.9999999999852
2015.04.22,-280.00000000000244,-602.999999999998,-268.0000000000016,,-1151.000000000002
2015.04.22,-126.99999999999933,-410.99999999998363,-187.00000000000384,,-724.9999999999868
2015.04.22,-370.9999999999991,-573.9999999999857,-339.0000000000004,,-1283.9999999999852
2015.04.22,-291.0000000000079,-575.9999999999987,-365.0000000000042,,-1232.000000000011
2015.04.22,-185.00000000000182,-561.9999999999958,-309.0000000000037,,-1056.0000000000014
2015.04.22,-46.00000000000159,-335.9999999999808,-361.9999999999957,,-743.9999999999781
2015.04.22,12.999999999996348,-146.00000000000168,-468.9999999999972,,-602.0000000000025
2015.04.22,14.999999999998348,-185.99999999999727,-483.99999999999557,,-654.9999999999945
2015.04.22,-58.000000000002494,-251.99999999998556,-529.9999999999972,,-839.9999999999852
2015.04.22,-314.0000000000032,-414.9999999999876,-629.9999999999973,,-1358.9999999999882
2015.04.22,-462.0000000000068,-474.999999999981,-763.9999999999981,,-1700.999999999986
2015.04.22,-557.0000000000075,-566.9999999999842,-851.0000000000017,,-1974.9999999999936
2015.04.22,-1349.0000000000002,-712.0000000000015,-960.0000000000053,,-3021.0000000000073
2015.04.22,-1233.0000000000064,-823.9999999999803,-960.0000000000053,,-3016.9999999999923
2015.04.22,-1279.000000000008,-748.9999999999997,-919.9999999999986,,-2948.0000000000064
2015.04.22,-1077.0000000000057,-641.999999999987,-802.9999999999982,,-2521.999999999991
2015.04.22,-1184.0000000000073,-751.9999999999972,-814.9999999999991,,-2751.0000000000036
2015.04.22,-1434.000000000002,-863.9999999999981,-924.9999999999981,,-3222.999999999998
2015.04.22,-1497.0000000000039,-790.9999999999861,-887.9999999999999,,-3175.99999999999
2015.04.22,-1505.0000000000007,-820.9999999999828,-839.9999999999964,,-3165.99999999998
2015.04.22,-1594.0000000000066,-854.9999999999835,-861.9999999999961,,-3310.9999999999864
2015.04.22,-1568.9999999999982,-814.999999999988,-849.9999999999952,,-3233.999999999982
2015.04.22,-1601.000000000008,-735.9999999999811,-863.0000000000026,,-3199.999999999992
2015.04.22,-1733.0000000000068,-783.9999999999848,-871.999999999995,,-3388.999999999987
2015.04.22,-1685.0000000000032,-735.9999999999811,-890.0000000000019,,-3310.9999999999864
2015.04.22,-1819.0000000000039,-705.0000000000001,-868.9999999999975,,-3393.000000000002
2015.04.22,-1902.0000000000036,-741.9999999999982,-870.0000000000041,,-3514.000000000006
2015.04.22,-1863.0000000000036,-820.9999999999828,-917.9999999999966,,-3601.9999999999827
2015.04.22,-1929.000000000003,-842.9999999999937,-934.0000000000015,,-3705.999999999998
2015.04.22,-1985.9999999999989,-835.9999999999923,-931.0000000000041,,-3752.999999999995
2015.04.23,-1914.0000000000045,-857.999999999981,-926.0000000000045,,-3697.99999999999
2015.04.23,-1929.9999999999984,-882.9999999999893,-927.9999999999955,,-3740.999999999983
2015.04.23,-1828.0000000000075,-883.9999999999959,-929.9999999999975,,-3642.000000000001
2015.04.23,-1851.0000000000027,-899.9999999999897,-956.0000000000013,,-3706.9999999999936
2015.04.23,-1810.0000000000005,-864.9999999999825,-929.9999999999975,,-3604.99999999998
2015.04.23,-1829.000000000003,-848.9999999999886,-922.0000000000006,,-3599.9999999999923
2015.04.23,-1906.0000000000077,-951.9999999999973,-958.0000000000033,,-3816.000000000008
2015.04.23,-2000.0000000000018,-1030.999999999982,-1002.0000000000028,,-4032.9999999999864
2015.04.23,-2026.0000000000057,-1126.999999999989,-1019.9999999999986,,-4172.999999999993
2015.04.23,-1965.0000000000057,-1100.9999999999964,-1014.0000000000038,,-4080.0000000000055
2015.04.23,-1968.9999999999986,-1129.9999999999866,-1009.9999999999998,,-4108.999999999985
2015.04.23,-1938.0000000000064,-1111.9999999999798,-1007.9999999999978,,-4057.999999999984
2015.04.23,-1914.0000000000045,-1052.9999999999927,-1000.9999999999964,,-3967.9999999999936
2015.04.23,-1824.0000000000034,-1008.9999999999932,-985.0000000000025,,-3817.999999999999
2015.04.23,-1902.999999999999,-1020.9999999999831,-1007.9999999999978,,-3931.99999999998
2015.04.23,-1910.0000000000007,-1066.9999999999957,-1015.9999999999947,,-3992.999999999991
2015.04.23,-1802.0000000000036,-962.9999999999806,-978.0000000000011,,-3742.9999999999854
2015.04.23,-1818.0000000000084,-1018.9999999999922,-995.9999999999969,,-3832.9999999999973
2015.04.23,-1840.0000000000082,-1126.999999999989,-988.0,,-3954.9999999999973
2015.04.23,-1757.0000000000086,-1212.9999999999975,-978.9999999999966,,-3949.0000000000027
2015.04.23,-1805.0000000000011,-1231.9999999999886,-993.9999999999949,,-4030.999999999985
2015.04.23,-1846.0000000000032,-1236.9999999999993,-946.9999999999978,,-4030.0000000000005
2015.04.23,-1566.0000000000007,-952.9999999999816,-822.9999999999959,,-3341.999999999978
2015.04.23,-1513.0000000000089,-814.999999999988,-736.9999999999987,,-3064.9999999999955
2015.04.23,-1443.0000000000055,-846.9999999999977,-717.000000000001,,-3007.000000000004
2015.04.23,-1177.000000000006,-585.9999999999976,-612.0000000000015,,-2375.000000000005
2015.04.23,-1271.0,-651.9999999999859,-636.9999999999986,,-2559.9999999999845
2015.04.23,-1358.999999999999,-698.999999999983,-673.0000000000014,,-2730.999999999983
2015.04.23,-1528.000000000007,-747.9999999999931,-663.999999999998,,-2939.999999999998
2015.04.23,-1285.9999999999982,-400.9999999999847,-587.9999999999997,,-2274.9999999999827
2015.04.23,-1236.0000000000039,-378.999999999996,-566.9999999999953,,-2181.9999999999955
2015.04.23,-1226.0000000000048,-469.99999999999267,-505.99999999999534,,-2201.9999999999927
2015.04.23,-1314.9999999999995,-649.999999999995,-544.9999999999955,,-2509.99999999999
2015.04.23,-1224.000000000003,-584.9999999999911,-516.0000000000053,,-2324.9999999999995
2015.04.23,-764.0000000000091,-191.99999999999218,-429.0000000000016,,-1385.0000000000027
2015.04.23,-385.000000000002,-70.99999999999883,-487.0000000000041,,-943.0000000000049
2015.04.23,-334.00000000000097,51.000000000001044,-412.9999999999967,,-695.9999999999966
2015.04.23,-383.0,-78.99999999998464,-446.9999999999974,,-908.999999999982
2015.04.23,-296.0000000000074,84.0000000000174,-400.00000000000034,,-611.9999999999903
2015.04.23,-277.000000000005,141.00000000001333,-343.00000000000443,,-478.99999999999613
2015.04.23,-214.00000000000307,294.0000000000165,-280.9999999999979,,-200.99999999998448
2015.04.23,-281.00000000000904,197.00000000000273,-314.99999999999864,,-399.00000000000495
2015.04.23,-192.00000000000327,320.00000000000915,-294.00000000000534,,-165.99999999999946
2015.04.23,-328.0000000000061,167.00000000000603,-338.00000000000495,,-499.000000000005
2015.04.23,-348.00000000000387,187.00000000000384,-319.0000000000026,,-480.0000000000026
2015.04.23,-265.0000000000041,162.00000000001768,-361.0000000000002,,-463.99999999998664
2015.04.23,-285.00000000000193,222.00000000001108,-339.0000000000004,,-401.99999999999125
2015.04.23,-322.00000000000006,156.00000000000057,-365.99999999999966,,-531.9999999999991
2015.04.24,-268.0000000000016,118.00000000001809,-395.0000000000009,,-544.9999999999844
2015.04.24,-287.0000000000039,111.00000000001664,-388.9999999999949,,-564.9999999999822
2015.04.24,-358.0000000000028,123.00000000000644,-375.9999999999986,,-610.999999999995
2015.04.24,-419.9999999999982,62.000000000006494,-392.00000000000347,,-749.9999999999952
2015.04.24,-407.0000000000018,67.00000000001705,-361.9999999999957,,-701.9999999999804
2015.04.24,-447.0000000000085,45.000000000006146,-397.0000000000029,,-799.0000000000052
2015.04.24,-409.99999999999926,2.0000000000131024,-416.00000000000523,,-823.9999999999914
2015.04.24,-286.00000000000847,184.00000000000637,-348.00000000000387,,-450.00000000000597
2015.04.24,-390.0000000000015,59.000000000009045,-346.0000000000019,,-676.9999999999943
2015.04.24,-448.9999999999994,26.999999999999247,-339.0000000000004,,-761.0000000000005
2015.04.24,-445.0000000000065,-8.999999999992347,-375.9999999999986,,-829.9999999999974
2015.04.24,-528.0000000000063,-130.99999999999224,-429.0000000000016,,-1088.0
2015.04.24,-548.0000000000041,-184.99999999999073,-460.00000000000483,,-1192.9999999999995
2015.04.24,-531.0000000000036,-174.99999999999181,-468.00000000000176,,-1173.9999999999973
2015.04.24,-518.0000000000074,-146.99999999998602,-482.00000000000466,,-1146.9999999999982
2015.04.24,-497.000000000003,-53.999999999998494,-446.9999999999974,,-997.9999999999989
2015.04.24,-487.99999999999955,-31.999999999987594,-451.0000000000014,,-970.9999999999886
2015.04.24,-503.000000000009,38.0000000000047,-416.00000000000523,,-881.0000000000095
2015.04.24,-256.0000000000007,420.00000000002035,-246.99999999999721,,-82.99999999997755
2015.04.24,-223.00000000000654,644.0000000000001,-297.9999999999983,,122.99999999999528
2015.04.24,-168.00000000000148,782.000000000016,-238.0000000000049,,376.00000000000966
2015.04.24,-156.00000000000057,659.0000000000095,-424.9999999999976,,78.00000000001137
2015.04.24,25.999999999992696,872.0000000000061,-248.99999999999923,,648.9999999999997
2015.04.24,-121.00000000000443,754.0000000000102,-370.00000000000364,,263.00000000000216
2015.04.24,-155.00000000000514,541.0000000000136,-433.0000000000056,,-46.9999999999971
2015.04.24,-270.0000000000036,421.0000000000047,-478.9999999999961,,-327.99999999999494
2015.04.24,-348.9999999999993,140.0000000000068,-639.9999999999961,,-848.9999999999886
2015.04.24,-362.00000000000676,60.99999999999994,-685.9999999999977,,-987.0000000000045
2015.04.24,-372.0000000000057,161.00000000001114,-644.9999999999956,,-855.9999999999901
2015.04.24,-289.0000000000059,234.00000000000088,-597.9999999999985,,-653.0000000000035
2015.04.24,-275.000000000003,372.00000000001677,-607.0000000000019,,-509.9999999999882
2015.04.24,-286.00000000000847,331.0000000000146,-697.0000000000032,,-651.999999999997
2015.04.24,-121.99999999999989,449.0000000000105,-622.9999999999958,,-295.99999999998516
2015.04.24,-347.0000000000084,49.00000000001015,-744.0000000000002,,-1041.9999999999986
2015.04.24,-399.0000000000049,121.00000000001555,-704.0000000000047,,-981.999999999994
2015.04.24,-179.00000000000693,533.0000000000057,-605.0,,-251.00000000000125
2015.04.24,-199.00000000000472,514.0000000000144,-653.999999999999,,-338.99999999998926
2015.04.24,-187.9999999999993,653.0000000000147,-578.0000000000007,,-112.99999999998533
2015.04.24,-243.99999999999977,616.0000000000165,-599.0000000000051,,-226.9999999999884
2015.04.24,-412.00000000000125,434.000000000001,-680.9999999999983,,-658.9999999999985
2015.04.24,-316.0000000000052,451.0000000000014,-695.0000000000011,,-560.0000000000049
2015.04.24,-238.0000000000049,504.9999999999999,-671.9999999999948,,-404.9999999999998
2015.04.24,-216.0000000000051,589.0000000000173,-605.0,,-231.99999999998784
2015.04.24,-240.00000000000688,585.0000000000133,-631.0000000000038,,-285.9999999999973
2015.04.24,-216.0000000000051,562.0000000000181,-627.9999999999952,,-281.99999999998226
2015.04.24,-226.99999999999943,586.0000000000198,-648.0000000000041,,-288.99999999998374
2015.04.24,-325.00000000000864,565.0000000000155,-687.9999999999998,,-447.99999999999295
2015.04.24,-197.99999999999818,611.000000000006,-670.000000000004,,-256.99999999999613
