date,EURNZD,empty,sum
2018.06.25,-1208.000000000009,,-1208.000000000009
2018.06.25,-1246.0000000000139,,-1246.0000000000139
2018.06.25,-1249.0000000000111,,-1249.0000000000111
2018.06.25,-1202.9999999999984,,-1202.9999999999984
2018.06.25,-1168.0000000000134,,-1168.0000000000134
2018.06.25,-1160.0000000000055,,-1160.0000000000055
2018.06.25,-1251.000000000002,,-1251.000000000002
2018.06.25,-1150.0000000000066,,-1150.0000000000066
2018.06.25,-1190.0000000000023,,-1190.0000000000023
2018.06.25,-975.9999999999991,,-975.9999999999991
2018.06.26,-1313.999999999993,,-1313.999999999993
2018.06.26,-1269.000000000009,,-1269.000000000009
2018.06.26,-1256.0000000000127,,-1256.0000000000127
2018.06.26,-1242.999999999994,,-1242.999999999994
2018.06.26,-1329.0000000000025,,-1329.0000000000025
2018.06.26,-1333.0000000000064,,-1333.0000000000064
2018.06.26,-1303.999999999994,,-1303.999999999994
2018.06.26,-1290.0000000000134,,-1290.0000000000134
2018.06.26,-1215.0000000000105,,-1215.0000000000105
2018.06.26,-1357.0000000000082,,-1357.0000000000082
2018.06.26,-1432.9999999999955,,-1432.9999999999955
2018.06.26,-1462.999999999992,,-1462.999999999992
2018.06.26,-1612.9999999999977,,-1612.9999999999977
2018.06.26,-1485.000000000003,,-1485.000000000003
2018.06.26,-1429.0000000000136,,-1429.0000000000136
2018.06.26,-1414.000000000004,,-1414.000000000004
2018.06.26,-1410.0000000000002,,-1410.0000000000002
2018.06.26,-1265.000000000005,,-1265.000000000005
2018.06.26,-1356.0000000000016,,-1356.0000000000016
2018.06.26,-1480.999999999999,,-1480.999999999999
2018.06.26,-1513.0000000000089,,-1513.0000000000089
2018.06.26,-1358.999999999999,,-1358.999999999999
2018.06.26,-1283.9999999999964,,-1283.9999999999964
2018.06.26,-1288.0000000000002,,-1288.0000000000002
2018.06.26,-1232.9999999999952,,-1232.9999999999952
2018.06.26,-1231.0000000000043,,-1231.0000000000043
2018.06.26,-1340.000000000008,,-1340.000000000008
2018.06.26,-1374.999999999993,,-1374.999999999993
2018.06.26,-1488.0000000000005,,-1488.0000000000005
2018.06.26,-1533.0000000000066,,-1533.0000000000066
2018.06.26,-1463.9999999999986,,-1463.9999999999986
2018.06.26,-1499.000000000006,,-1499.000000000006
2018.06.26,-1522.0000000000011,,-1522.0000000000011
2018.06.26,-1534.9999999999975,,-1534.9999999999975
2018.06.26,-1601.000000000008,,-1601.000000000008
2018.06.26,-1614.0000000000043,,-1614.0000000000043
2018.06.26,-1619.9999999999993,,-1619.9999999999993
2018.06.26,-1570.0000000000048,,-1570.0000000000048
2018.06.26,-1585.9999999999986,,-1585.9999999999986
2018.06.26,-1585.9999999999986,,-1585.9999999999986
2018.06.26,-1453.9999999999998,,-1453.9999999999998
2018.06.26,-1459.9999999999945,,-1459.9999999999945
2018.06.26,-1469.000000000009,,-1469.000000000009
2018.06.26,-1441.0000000000034,,-1441.0000000000034
2018.06.26,-1499.000000000006,,-1499.000000000006
2018.06.26,-1451.0000000000023,,-1451.0000000000023
2018.06.26,-1421.0000000000057,,-1421.0000000000057
2018.06.26,-1126.0000000000048,,-1126.0000000000048
2018.06.27,-1378.0000000000125,,-1378.0000000000125
2018.06.27,-1392.9999999999998,,-1392.9999999999998
2018.06.27,-1418.9999999999925,,-1418.9999999999925
2018.06.27,-1395.000000000013,,-1395.000000000013
2018.06.27,-1434.000000000002,,-1434.000000000002
2018.06.27,-1554.000000000011,,-1554.000000000011
2018.06.27,-1743.0000000000057,,-1743.0000000000057
2018.06.27,-1695.000000000002,,-1695.000000000002
2018.06.27,-2184.000000000008,,-2184.000000000008
2018.06.27,-2329.000000000003,,-2329.000000000003
2018.06.27,-2444.000000000002,,-2444.000000000002
2018.06.27,-2459.9999999999955,,-2459.9999999999955
2018.06.27,-2344.9999999999973,,-2344.9999999999973
2018.06.27,-2385.999999999999,,-2385.999999999999
2018.06.27,-2476.999999999996,,-2476.999999999996
2018.06.27,-2384.9999999999927,,-2384.9999999999927
2018.06.27,-2383.000000000002,,-2383.000000000002
2018.06.27,-2388.0000000000123,,-2388.0000000000123
2018.06.27,-2561.9999999999977,,-2561.9999999999977
2018.06.27,-2506.000000000008,,-2506.000000000008
2018.06.27,-2367.9999999999923,,-2367.9999999999923
2018.06.27,-2347.9999999999945,,-2347.9999999999945
2018.06.27,-2272.999999999992,,-2272.999999999992
2018.06.27,-2079.0000000000086,,-2079.0000000000086
2018.06.27,-2107.9999999999986,,-2107.9999999999986
2018.06.27,-2061.000000000002,,-2061.000000000002
2018.06.27,-2078.0000000000023,,-2078.0000000000023
2018.06.27,-2122.000000000002,,-2122.000000000002
2018.06.27,-2076.0000000000114,,-2076.0000000000114
2018.06.27,-1822.9999999999968,,-1822.9999999999968
2018.06.27,-2025.9999999999945,,-2025.9999999999945
2018.06.27,-1896.9999999999932,,-1896.9999999999932
2018.06.27,-2018.999999999993,,-2018.999999999993
2018.06.27,-1729.0000000000027,,-1729.0000000000027
2018.06.27,-1910.0000000000116,,-1910.0000000000116
2018.06.27,-1836.9999999999998,,-1836.9999999999998
2018.06.27,-1973.0000000000025,,-1973.0000000000025
2018.06.27,-1861.0000000000016,,-1861.0000000000016
2018.06.27,-1890.9999999999982,,-1890.9999999999982
2018.06.27,-1920.999999999995,,-1920.999999999995
2018.06.27,-1907.9999999999986,,-1907.9999999999986
2018.06.27,-1757.999999999993,,-1757.999999999993
2018.06.27,-1584.0000000000077,,-1584.0000000000077
2018.06.27,-1527.0000000000116,,-1527.0000000000116
2018.06.27,-1712.0000000000025,,-1712.0000000000025
2018.06.27,-1744.0000000000123,,-1744.0000000000123
2018.06.27,-1635.999999999993,,-1635.999999999993
2018.06.27,-1306.000000000007,,-1306.000000000007
2018.06.28,-1488.0000000000005,,-1488.0000000000005
2018.06.28,-1320.00000000001,,-1320.00000000001
2018.06.28,-1336.0000000000039,,-1336.0000000000039
2018.06.28,-1361.9999999999966,,-1361.9999999999966
2018.06.28,-1651.0000000000025,,-1651.0000000000025
2018.06.28,-1831.0000000000048,,-1831.0000000000048
2018.06.28,-1934.0000000000134,,-1934.0000000000134
2018.06.28,-2042.0000000000105,,-2042.0000000000105
2018.06.28,-2032.999999999996,,-2032.999999999996
2018.06.28,-2265.000000000006,,-2265.000000000006
2018.06.28,-2185.999999999999,,-2185.999999999999
2018.06.28,-2080.9999999999995,,-2080.9999999999995
2018.06.28,-2156.0000000000023,,-2156.0000000000023
2018.06.28,-2133.0000000000073,,-2133.0000000000073
2018.06.28,-2122.000000000002,,-2122.000000000002
2018.06.28,-1997.0000000000043,,-1997.0000000000043
2018.06.28,-2048.0000000000055,,-2048.0000000000055
2018.06.28,-1960.0000000000061,,-1960.0000000000061
2018.06.28,-1974.9999999999934,,-1974.9999999999934
2018.06.28,-2079.999999999993,,-2079.999999999993
2018.06.28,-2275.000000000005,,-2275.000000000005
2018.06.28,-2408.00000000001,,-2408.00000000001
2018.06.28,-2354.000000000012,,-2354.000000000012
2018.06.28,-2371.000000000012,,-2371.000000000012
2018.06.28,-2571.0000000000123,,-2571.0000000000123
2018.06.28,-2498.0,,-2498.0
2018.06.28,-2418.999999999993,,-2418.999999999993
2018.06.28,-2737.999999999996,,-2737.999999999996
2018.06.28,-2742.0,,-2742.0
2018.06.28,-2865.0000000000064,,-2865.0000000000064
2018.06.28,-2736.000000000005,,-2736.000000000005
2018.06.28,-2580.0000000000045,,-2580.0000000000045
2018.06.28,-2568.999999999999,,-2568.999999999999
2018.06.28,-2849.0000000000127,,-2849.0000000000127
2018.06.28,-2885.000000000004,,-2885.000000000004
2018.06.28,-3022.0000000000136,,-3022.0000000000136
2018.06.28,-2937.000000000012,,-2937.000000000012
2018.06.28,-2899.0000000000073,,-2899.0000000000073
2018.06.28,-2855.0000000000077,,-2855.0000000000077
2018.06.28,-2900.0000000000136,,-2900.0000000000136
2018.06.28,-2871.0000000000014,,-2871.0000000000014
2018.06.28,-2856.9999999999986,,-2856.9999999999986
2018.06.28,-2744.000000000013,,-2744.000000000013
2018.06.28,-2658.000000000005,,-2658.000000000005
2018.06.28,-2685.000000000004,,-2685.000000000004
2018.06.28,-2713.999999999994,,-2713.999999999994
2018.06.28,-2759.0000000000005,,-2759.0000000000005
2018.06.28,-2595.999999999998,,-2595.999999999998
2018.06.29,-2611.0000000000077,,-2611.0000000000077
2018.06.29,-2641.0000000000045,,-2641.0000000000045
2018.06.29,-2754.000000000012,,-2754.000000000012
2018.06.29,-2754.000000000012,,-2754.000000000012
2018.06.29,-2605.9999999999973,,-2605.9999999999973
2018.06.29,-2739.0000000000027,,-2739.0000000000027
2018.06.29,-2754.000000000012,,-2754.000000000012
2018.06.29,-2991.9999999999945,,-2991.9999999999945
2018.06.29,-3096.00000000001,,-3096.00000000001
2018.06.29,-3129.000000000004,,-3129.000000000004
2018.06.29,-2987.0000000000064,,-2987.0000000000064
2018.06.29,-3384.000000000009,,-3384.000000000009
2018.06.29,-3349.000000000002,,-3349.000000000002
2018.06.29,-3323.000000000009,,-3323.000000000009
2018.06.29,-3479.00000000001,,-3479.00000000001
2018.06.29,-3439.9999999999986,,-3439.9999999999986
2018.06.29,-3350.0000000000086,,-3350.0000000000086
2018.06.29,-3367.000000000009,,-3367.000000000009
2018.06.29,-3339.000000000003,,-3339.000000000003
2018.06.29,-3386.0,,-3386.0
2018.06.29,-3373.0000000000036,,-3373.0000000000036
2018.06.29,-3316.0000000000077,,-3316.0000000000077
2018.06.29,-3344.999999999998,,-3344.999999999998
2018.06.29,-3595.999999999999,,-3595.999999999999
2018.06.29,-3679.9999999999945,,-3679.9999999999945
2018.06.29,-3777.000000000008,,-3777.000000000008
2018.06.29,-3805.999999999998,,-3805.999999999998
2018.06.29,-3752.0,,-3752.0
2018.06.29,-3915.000000000002,,-3915.000000000002
2018.06.29,-3889.000000000009,,-3889.000000000009
2018.06.29,-3889.000000000009,,-3889.000000000009
2018.06.29,-3760.9999999999923,,-3760.9999999999923
2018.06.29,-3716.000000000008,,-3716.000000000008
2018.06.29,-3659.0000000000123,,-3659.0000000000123
2018.06.29,-3689.000000000009,,-3689.000000000009
2018.06.29,-3974.000000000011,,-3974.000000000011
2018.06.29,-3682.999999999992,,-3682.999999999992
2018.06.29,-3910.9999999999977,,-3910.9999999999977
2018.06.29,-4005.9999999999986,,-4005.9999999999986
2018.06.29,-3984.999999999994,,-3984.999999999994
2018.06.29,-4038.9999999999927,,-4038.9999999999927
2018.06.29,-4055.9999999999927,,-4055.9999999999927
2018.06.29,-3997.000000000006,,-3997.000000000006
2018.06.29,-3862.00000000001,,-3862.00000000001
2018.06.29,-3940.00000000001,,-3940.00000000001
2018.06.29,-3893.9999999999973,,-3893.9999999999973
2018.06.29,-3811.0000000000086,,-3811.0000000000086
2018.06.29,-3832.000000000013,,-3832.000000000013
