date,GBPUSD,USDCAD,empty,sum
2015.09.03,-1575.9999999999995,120.00000000000898,,-1455.9999999999905
2015.09.03,-1580.999999999988,110.00000000001009,,-1470.999999999978
2015.09.04,-1597.0000000000039,180.0000000000024,,-1417.0000000000014
2015.09.04,-1608.9999999999939,184.00000000000637,,-1424.9999999999875
2015.09.04,-1612.9999999999977,184.00000000000637,,-1428.9999999999914
2015.09.04,-1600.0000000000014,191.99999999999218,,-1408.000000000009
2015.09.04,-1588.999999999996,151.00000000001222,,-1437.9999999999836
2015.09.04,-1553.9999999999886,131.99999999999878,,-1421.9999999999898
2015.09.04,-1638.0000000000061,68.00000000000139,,-1570.0000000000048
2015.09.04,-1638.0000000000061,35.00000000000725,,-1602.9999999999989
2015.09.04,-1638.9999999999905,12.000000000012001,,-1626.9999999999784
2015.09.04,-1622.9999999999966,31.000000000003247,,-1591.9999999999934
2015.09.04,-1688.0000000000007,-42.0000000000087,,-1730.0000000000093
2015.09.04,-1747.999999999994,-55.000000000005045,,-1802.999999999999
2015.09.04,-1729.999999999987,-112.000000000001,,-1841.999999999988
2015.09.04,-1807.000000000003,-127.99999999999478,,-1934.9999999999977
2015.09.04,-1844.0000000000011,-141.99999999999767,,-1985.9999999999989
2015.09.04,-1834.9999999999866,-148.99999999999915,,-1983.9999999999857
2015.09.04,-1802.999999999999,-156.00000000000057,,-1958.9999999999995
2015.09.04,-1750.000000000007,-100.99999999999554,,-1851.0000000000025
2015.09.04,-1757.999999999993,-106.00000000000608,,-1863.999999999999
2015.09.04,-1807.9999999999875,-82.00000000000429,,-1889.9999999999918
2015.09.04,-1971.999999999996,-86.99999999999264,,-2058.9999999999886
2015.09.04,-1916.0000000000066,-76.0000000000094,,-1992.000000000016
2015.09.04,-1848.9999999999895,-243.99999999999977,,-2092.999999999989
2015.09.04,-1777.0000000000064,-133.00000000000534,,-1910.0000000000118
2015.09.04,-1758.9999999999995,-137.00000000000932,,-1896.0000000000089
2015.09.04,-1797.9999999999884,-154.99999999999403,,-1952.9999999999825
2015.09.04,-1888.0000000000007,-215.00000000000963,,-2103.0000000000105
2015.09.04,-1933.9999999999914,-275.000000000003,,-2208.9999999999945
2015.09.04,-1929.000000000003,-314.99999999999864,,-2244.000000000002
2015.09.04,-1872.9999999999914,-282.9999999999888,,-2155.99999999998
2015.09.04,-1964.9999999999945,-295.0000000000008,,-2259.9999999999955
2015.09.04,-2120.999999999995,-286.00000000000847,,-2407.0000000000036
2015.09.04,-2205.999999999997,-245.99999999999068,,-2451.9999999999873
2015.09.04,-2180.000000000004,-601.000000000007,,-2781.000000000011
2015.09.04,-2289.999999999992,-531.9999999999991,,-2821.999999999991
2015.09.04,-2438.000000000007,-553.0000000000035,,-2991.0000000000105
2015.09.04,-2458.999999999989,-804.9999999999891,,-3263.999999999978
2015.09.04,-2359.0,-748.9999999999997,,-3107.9999999999995
2015.09.04,-2208.999999999994,-706.999999999991,,-2915.999999999985
2015.09.04,-2159.0,-591.9999999999925,,-2750.9999999999927
2015.09.04,-2144.999999999997,-502.00000000000244,,-2646.999999999999
2015.09.04,-2228.9999999999923,-323.99999999999096,,-2552.999999999983
2015.09.04,-2256.9999999999977,-344.99999999999534,,-2601.999999999993
2015.09.04,-2300.9999999999973,-485.0000000000021,,-2785.9999999999995
2015.09.04,-2288.9999999999854,-533.99999999999,,-2822.9999999999754
2015.09.04,-2323.9999999999927,-568.9999999999973,,-2892.99999999999
2015.09.04,-2371.9999999999964,-577.9999999999897,,-2949.999999999986
2015.09.04,-2461.0000000000023,-687.9999999999998,,-3149.000000000002
