date,USDCAD,AUDUSD,empty,sum
2019.03.25,-213.99999999998087,-312.9999999999966,,-526.9999999999775
2019.03.25,-173.00000000000094,-287.0000000000039,,-460.0000000000049
2019.03.25,-194.99999999998963,-305.99999999999517,,-500.99999999998477
2019.03.26,-232.99999999999432,-316.0000000000052,,-548.9999999999995
2019.03.26,-237.99999999998266,-307.0000000000017,,-544.9999999999843
2019.03.26,-237.99999999998266,-297.00000000000284,,-534.9999999999854
2019.03.26,-301.99999999998005,-356.9999999999962,,-658.9999999999762
2019.03.26,-339.0000000000004,-370.00000000000364,,-709.0000000000041
2019.03.26,-317.9999999999961,-387.99999999999943,,-705.9999999999955
2019.03.26,-362.99999999998,-407.0000000000018,,-769.9999999999818
2019.03.26,-366.999999999984,-368.00000000000165,,-734.9999999999857
2019.03.26,-320.9999999999935,-378.999999999996,,-699.9999999999895
2019.03.26,-345.99999999997965,-404.99999999999983,,-750.9999999999795
2019.03.26,-334.9999999999964,-390.0000000000015,,-724.999999999998
2019.03.26,-342.9999999999822,-385.99999999999744,,-728.9999999999797
2019.03.26,-350.9999999999902,-475.99999999999864,,-826.9999999999889
2019.03.26,-322.9999999999844,-404.0000000000044,,-726.9999999999889
2019.03.26,-310.9999999999946,-429.99999999999704,,-740.9999999999916
2019.03.26,-266.999999999995,-377.0000000000051,,-644.0000000000001
2019.03.26,-299.99999999998914,-404.0000000000044,,-703.9999999999935
2019.03.26,-283.99999999999534,-392.00000000000347,,-675.9999999999989
2019.03.26,-251.00000000000122,-417.99999999999613,,-668.9999999999974
2019.03.26,-312.00000000000114,-483.0000000000001,,-795.0000000000013
2019.03.26,-243.99999999999977,-482.00000000000466,,-726.0000000000044
2019.03.26,-213.99999999998087,-451.9999999999969,,-665.9999999999777
2019.03.26,-289.9999999999903,-460.00000000000483,,-749.9999999999951
2019.03.26,-374.999999999992,-480.99999999999807,,-855.99999999999
2019.03.26,-415.99999999999415,-544.0,,-959.9999999999941
2019.03.26,-353.99999999998766,-489.0000000000061,,-842.9999999999937
2019.03.26,-288.99999999998374,-468.9999999999972,,-757.9999999999809
2019.03.26,-295.0000000000008,-482.00000000000466,,-777.0000000000055
2019.03.26,-228.99999999999034,-497.000000000003,,-725.9999999999934
2019.03.26,-156.00000000000057,-500.00000000000045,,-656.000000000001
2019.03.26,-257.99999999998045,-524.0000000000023,,-781.9999999999827
2019.03.26,-430.9999999999814,-505.99999999999534,,-936.9999999999768
2019.03.26,-298.9999999999826,-485.99999999999756,,-784.9999999999802
2019.03.26,-405.9999999999952,-590.0000000000016,,-995.9999999999968
2019.03.26,-444.9999999999843,-641.0000000000027,,-1085.999999999987
2019.03.26,-351.99999999999676,-592.9999999999991,,-944.9999999999959
2019.03.26,-396.9999999999807,-612.9999999999969,,-1009.9999999999776
2019.03.26,-485.99999999998647,-638.0000000000052,,-1123.9999999999918
2019.03.26,-424.99999999998647,-607.0000000000019,,-1031.9999999999884
2019.03.26,-468.9999999999861,-607.9999999999974,,-1076.9999999999834
2019.03.26,-412.9999999999967,-626.0000000000043,,-1039.000000000001
2019.03.26,-442.9999999999934,-626.9999999999998,,-1069.9999999999932
2019.03.26,-442.9999999999934,-616.0000000000055,,-1058.9999999999989
2019.03.26,-380.9999999999869,-585.0000000000022,,-965.9999999999891
2019.03.26,-374.999999999992,-526.0000000000042,,-900.9999999999961
2019.03.26,-449.9999999999948,-536.9999999999986,,-986.9999999999934
2019.03.26,-432.9999999999945,-548.0000000000041,,-980.9999999999986
2019.03.26,-417.0000000000007,-544.9999999999955,,-961.9999999999961
2019.03.27,-423.99999999997993,-599.0000000000051,,-1022.999999999985
2019.03.27,-421.99999999998903,-573.0000000000013,,-994.9999999999902
2019.03.27,-438.9999999999894,-565.9999999999999,,-1004.9999999999893
2019.03.27,-436.9999999999985,-565.0000000000044,,-1002.000000000003
2019.03.27,-429.99999999999704,-561.9999999999958,,-991.9999999999928
2019.03.27,-421.99999999998903,-504.00000000000443,,-925.9999999999934
2019.03.27,-351.99999999999676,-334.00000000000097,,-685.9999999999977
2019.03.27,-297.9999999999983,-297.00000000000284,,-595.0000000000011
2019.03.27,-293.99999999999426,-236.00000000000287,,-529.9999999999972
2019.03.27,-342.9999999999822,-285.9999999999974,,-628.9999999999795
2019.03.27,-302.9999999999866,-246.00000000000176,,-548.9999999999884
2019.03.27,-296.9999999999917,-234.00000000000088,,-530.9999999999926
2019.03.27,-296.9999999999917,-190.00000000000128,,-486.99999999999295
2019.03.27,-275.9999999999874,-200.00000000000017,,-475.99999999998755
2019.03.27,-278.9999999999848,-239.99999999999577,,-518.9999999999806
2019.03.27,-268.0000000000016,-231.99999999999886,,-500.00000000000045
2019.03.27,-269.9999999999925,-251.00000000000122,,-520.9999999999937
2019.03.27,-256.99999999999613,-234.99999999999633,,-491.9999999999925
2019.03.27,-236.99999999999832,-173.9999999999964,,-410.9999999999947
2019.03.27,-362.99999999998,-160.00000000000458,,-522.9999999999845
2019.03.27,-305.9999999999841,-139.99999999999568,,-445.99999999997976
2019.03.27,-402.9999999999978,-234.99999999999633,,-637.9999999999941
2019.03.27,-462.9999999999912,-248.00000000000378,,-710.999999999995
2019.03.27,-357.99999999999164,-234.99999999999633,,-592.999999999988
2019.03.27,-269.9999999999925,-192.00000000000327,,-461.9999999999958
2019.03.27,-211.99999999998997,-187.00000000000384,,-398.9999999999938
2019.03.27,-201.99999999999108,-177.00000000000495,,-378.999999999996
2019.03.27,-151.9999999999966,-151.00000000000114,,-302.9999999999977
2019.03.27,-98.99999999998244,-61.999999999995396,,-160.99999999997783
2019.03.27,-78.99999999998464,-95.99999999999609,,-174.99999999998073
2019.03.27,-147.99999999999258,-92.00000000000318,,-239.99999999999577
2019.03.27,-40.99999999997994,-65.00000000000395,,-105.99999999998388
2019.03.27,-78.99999999998464,-31.999999999998696,,-110.99999999998333
2019.03.27,-73.99999999999629,4.000000000004,,-69.9999999999923
2019.03.27,-79.99999999999119,34.000000000000696,,-45.99999999999049
2019.03.27,93.00000000000975,97.00000000000264,,190.0000000000124
2019.03.27,-17.999999999984695,9.999999999998899,,-7.999999999985796
2019.03.27,-70.99999999999883,-29.000000000001247,,-100.00000000000009
2019.03.27,-177.99999999998929,-34.000000000000696,,-211.99999999999
2019.03.27,-168.99999999999693,-19.00000000000235,,-187.9999999999993
2019.03.27,-213.99999999998087,-65.00000000000395,,-278.9999999999848
2019.03.27,-223.99999999997976,-51.000000000001044,,-274.9999999999808
2019.03.27,-192.99999999999872,-39.999999999995595,,-232.99999999999432
2019.03.27,-178.99999999999582,-70.0000000000034,,-248.9999999999992
2019.03.27,-208.99999999999253,-58.99999999999794,,-267.99999999999045
2019.03.27,-173.00000000000094,-29.000000000001247,,-202.0000000000022
2019.03.27,-162.99999999997982,-53.999999999998494,,-216.99999999997831
2019.03.27,-135.9999999999806,-65.00000000000395,,-200.99999999998454
2019.03.28,-170.99999999998784,-78.99999999999574,,-249.99999999998357
2019.03.28,-146.00000000000168,-60.00000000000449,,-206.00000000000617
2019.03.28,-75.99999999998718,9.00000000000345,,-66.99999999998373
2019.03.28,-105.99999999998388,-34.99999999999615,,-140.99999999998005
2019.03.28,-68.00000000000139,-9.00000000000345,,-77.00000000000485
2019.03.28,-70.99999999999883,-9.00000000000345,,-80.00000000000229
2019.03.28,-93.99999999999409,-55.000000000005045,,-148.99999999999915
2019.03.28,-17.999999999984695,22.999999999995246,,5.000000000010552
2019.03.28,-134.99999999999625,-72.0000000000054,,-207.00000000000165
2019.03.28,-168.99999999999693,-117.99999999999588,,-286.99999999999284
2019.03.28,-162.99999999997982,-112.99999999999643,,-275.99999999997624
2019.03.28,-188.9999999999947,-141.00000000000225,,-329.99999999999693
2019.03.28,-222.99999999999542,-173.00000000000094,,-395.99999999999636
2019.03.28,-196.99999999998053,-158.0000000000026,,-354.9999999999831
2019.03.28,-205.99999999999508,-200.99999999999562,,-406.9999999999907
2019.03.28,-175.99999999999838,-212.99999999999653,,-388.9999999999949
2019.03.28,-181.9999999999933,-217.99999999999596,,-399.99999999998926
2019.03.28,-151.9999999999966,-200.99999999999562,,-352.9999999999922
2019.03.28,-190.99999999998562,-253.0000000000032,,-443.99999999998886
2019.03.28,-29.999999999996696,-107.99999999999699,,-137.9999999999937
2019.03.28,22.0000000000109,-89.00000000000574,,-66.99999999999484
2019.03.28,-25.999999999992696,-102.99999999999754,,-128.99999999999022
2019.03.28,3.0000000000196536,-121.99999999999989,,-118.99999999998023
2019.03.28,-10.999999999983245,-131.00000000000333,,-141.99999999998658
2019.03.28,12.000000000012001,-168.00000000000148,,-155.99999999998948
2019.03.28,19.00000000001345,-100.00000000000009,,-80.99999999998664
2019.03.28,118.00000000001809,-29.999999999996696,,88.0000000000214
2019.03.28,28.000000000005798,-31.000000000003247,,-2.999999999997449
2019.03.28,-102.99999999998644,-104.99999999999955,,-207.999999999986
2019.03.28,-43.999999999999595,-56.99999999999594,,-100.99999999999554
2019.03.28,52.000000000007596,-17.999999999995797,,34.000000000011795
2019.03.28,31.000000000003247,82.00000000000429,,113.00000000000753
2019.03.28,-276.9999999999939,-28.000000000005798,,-304.9999999999997
2019.03.28,-183.99999999998417,-29.000000000001247,,-212.99999999998542
2019.03.28,3.0000000000196536,22.999999999995246,,26.0000000000149
2019.03.28,-5.999999999994898,12.999999999996348,,7.0000000000014495
2019.03.28,158.0000000000137,100.00000000000009,,258.00000000001376
2019.03.28,121.00000000001555,121.99999999999989,,243.00000000001543
2019.03.28,124.00000000001299,65.99999999999939,,190.0000000000124
2019.03.28,34.000000000000696,21.00000000000435,,55.000000000005045
2019.03.28,159.00000000002024,17.999999999995797,,177.00000000001603
2019.03.28,160.00000000000458,29.000000000001247,,189.00000000000583
2019.03.28,211.00000000000563,61.999999999995396,,273.000000000001
2019.03.28,164.00000000000858,39.999999999995595,,204.00000000000418
2019.03.28,184.00000000000637,22.999999999995246,,207.00000000000162
2019.03.28,110.00000000001009,65.00000000000395,,175.00000000001404
2019.03.28,64.0000000000196,58.99999999999794,,123.00000000001754
2019.03.28,58.000000000002494,31.000000000003247,,89.00000000000574
2019.03.29,118.00000000001809,17.000000000000348,,135.00000000001845
2019.03.29,95.00000000000064,19.00000000000235,,114.00000000000298
2019.03.29,97.00000000001374,16.0000000000049,,113.00000000001864
2019.03.29,57.00000000001815,-22.999999999995246,,34.0000000000229
2019.03.29,21.00000000000435,-68.00000000000139,,-46.999999999997044
2019.03.29,30.0000000000189,-60.99999999999994,,-30.999999999981043
2019.03.29,29.00000000001235,-29.000000000001247,,1.1102230246251565e-11
2019.03.29,74.0000000000185,-22.999999999995246,,51.000000000023256
2019.03.29,37.00000000002035,-82.00000000000429,,-44.99999999998394
2019.03.29,21.00000000000435,-89.00000000000574,,-68.00000000000139
2019.03.29,60.99999999999994,-60.99999999999994,,0.0
2019.03.29,73.00000000001194,-60.00000000000449,,13.000000000007446
2019.03.29,78.00000000000028,-70.0000000000034,,7.999999999996888
2019.03.29,147.00000000000824,-73.99999999999629,,73.00000000001195
2019.03.29,104.00000000001519,-122.99999999999534,,-18.999999999980147
2019.03.29,56.000000000011596,-156.00000000000057,,-99.99999999998897
2019.03.29,49.00000000001015,-175.99999999999838,,-126.99999999998823
2019.03.29,57.00000000001815,-183.99999999999528,,-126.99999999997713
2019.03.29,30.0000000000189,-175.00000000000293,,-144.99999999998403
2019.03.29,68.00000000000139,-95.00000000000064,,-26.999999999999247
2019.03.29,38.0000000000047,-102.00000000000209,,-63.99999999999739
2019.03.29,1.0000000000065512,-73.99999999999629,,-72.99999999998974
2019.03.29,-47.99999999998139,-70.99999999999883,,-118.99999999998022
2019.03.29,121.99999999999989,-29.000000000001247,,92.99999999999864
2019.03.29,81.00000000001995,-7.0000000000014495,,74.0000000000185
2019.03.29,40.0000000000178,-26.000000000003798,,14.000000000014001
2019.03.29,-60.99999999999994,-92.00000000000318,,-153.00000000000313
2019.03.29,-76.99999999999375,-119.99999999999788,,-196.99999999999164
2019.03.29,-51.99999999998539,-128.00000000000588,,-179.99999999999127
2019.03.29,-724.9999999999978,-177.00000000000495,,-902.0000000000027
2019.03.29,-626.9999999999998,-158.99999999999804,,-785.9999999999978
2019.03.29,-646.9999999999976,-141.99999999999767,,-788.9999999999952
2019.03.29,-702.9999999999869,-138.00000000000477,,-840.9999999999917
2019.03.29,-666.9999999999953,-82.99999999999974,,-749.9999999999951
2019.03.29,-668.9999999999862,-95.00000000000064,,-763.9999999999869
2019.03.29,-641.999999999987,-236.00000000000287,,-877.9999999999899
2019.03.29,-593.9999999999834,-190.99999999999673,,-784.9999999999801
2019.03.29,-573.9999999999857,-204.00000000000418,,-777.9999999999899
2019.03.29,-602.999999999998,-148.99999999999915,,-751.999999999997
2019.03.29,-583.9999999999845,-170.00000000000347,,-753.999999999988
2019.03.29,-603.9999999999824,-165.00000000000404,,-768.9999999999864
2019.03.29,-712.0000000000015,-182.99999999999983,,-895.0000000000014
2019.03.29,-636.9999999999986,-189.00000000000583,,-826.0000000000044
2019.03.29,-614.9999999999877,-200.00000000000017,,-814.999999999988
2019.03.29,-648.9999999999885,-158.99999999999804,,-807.9999999999866
2019.03.29,-739.9999999999851,-146.99999999999713,,-886.9999999999823
2019.03.29,-739.9999999999851,-146.99999999999713,,-886.9999999999823
2019.03.29,-739.9999999999851,-146.99999999999713,,-886.9999999999823
