date,USDCAD,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.29,97.9999999999981,7.000000000005002,-301.9999999999925,-902.000000000001,-554.000000000002,,-1652.9999999999925
2021.10.29,248.99999999998812,110.00000000001364,-283.9999999999918,-912.0000000000061,-546.0000000000065,,-1383.0000000000027
2021.10.29,241.00000000000233,293.00000000000637,-307.9999999999927,-963.0000000000081,-621.9999999999999,,-1358.999999999992
2021.10.29,299.99999999998914,420.0000000000159,-277.9999999999916,-912.0000000000061,-590.0000000000034,,-1059.9999999999961
2021.10.29,243.99999999999977,491.00000000001387,-309.99999999998806,-930.9999999999974,-558.9999999999975,,-1064.9999999999693
2021.10.29,228.00000000000597,427.99999999999727,-275.99999999999625,-968.0000000000035,-570.0000000000074,,-1158.000000000004
2021.10.29,136.00000000000279,420.0000000000159,-322.9999999999933,-956.0000000000031,-522.9999999999961,,-1245.9999999999739
2021.10.29,62.99999999999084,402.9999999999916,-356.9999999999993,-960.9999999999985,-549.0000000000066,,-1401.000000000022
2021.10.29,97.9999999999981,433.9999999999975,-307.9999999999927,-975.9999999999991,-578.000000000003,,-1329.999999999999
2021.10.29,80.99999999999774,454.00000000000773,-303.99999999998784,-981.9999999999993,-600.0000000000085,,-1350.9999999999902
2021.10.29,110.00000000001009,397.0000000000198,-327.99999999998875,-987.000000000009,-603.0000000000086,,-1410.9999999999764
2021.10.29,76.99999999999375,320.99999999999795,-350.9999999999991,-1046.0000000000064,-670.0000000000017,,-1669.0000000000155
2021.10.29,117.99999999999588,320.99999999999795,-353.9999999999992,-1038.000000000011,-665.9999999999968,,-1619.0000000000132
