date,AUDUSD,empty,sum
2018.10.22,-314.99999999999864,,-314.99999999999864
2018.10.22,-329.999999999997,,-329.999999999997
2018.10.22,-307.99999999999716,,-307.99999999999716
2018.10.22,-303.9999999999932,,-303.9999999999932
2018.10.22,-303.9999999999932,,-303.9999999999932
2018.10.22,-325.99999999999295,,-325.99999999999295
2018.10.23,-346.9999999999973,,-346.9999999999973
2018.10.23,-332.99999999999443,,-332.99999999999443
2018.10.23,-368.9999999999971,,-368.9999999999971
2018.10.23,-367.99999999999056,,-367.99999999999056
2018.10.23,-363.99999999999767,,-363.99999999999767
2018.10.23,-422.9999999999956,,-422.9999999999956
2018.10.23,-500.9999999999959,,-500.9999999999959
2018.10.23,-495.000000000001,,-495.000000000001
2018.10.23,-479.99999999999153,,-479.99999999999153
2018.10.23,-444.9999999999954,,-444.9999999999954
2018.10.23,-461.99999999999574,,-461.99999999999574
2018.10.23,-463.9999999999977,,-463.9999999999977
2018.10.23,-490.999999999997,,-490.999999999997
2018.10.23,-500.00000000000045,,-500.00000000000045
2018.10.23,-550.9999999999903,,-550.9999999999903
2018.10.23,-546.9999999999975,,-546.9999999999975
2018.10.23,-526.9999999999997,,-526.9999999999997
2018.10.23,-495.9999999999964,,-495.9999999999964
2018.10.23,-580.9999999999982,,-580.9999999999982
2018.10.23,-530.9999999999926,,-530.9999999999926
2018.10.23,-428.9999999999905,,-428.9999999999905
2018.10.23,-367.99999999999056,,-367.99999999999056
2018.10.23,-335.99999999999187,,-335.99999999999187
2018.10.23,-346.9999999999973,,-346.9999999999973
2018.10.23,-363.99999999999767,,-363.99999999999767
2018.10.23,-332.99999999999443,,-332.99999999999443
2018.10.23,-318.99999999999153,,-318.99999999999153
2018.10.23,-384.9999999999909,,-384.9999999999909
2018.10.23,-454.9999999999943,,-454.9999999999943
2018.10.23,-500.9999999999959,,-500.9999999999959
2018.10.23,-498.9999999999939,,-498.9999999999939
2018.10.23,-495.9999999999964,,-495.9999999999964
2018.10.23,-550.9999999999903,,-550.9999999999903
2018.10.23,-462.9999999999912,,-462.9999999999912
2018.10.23,-540.9999999999915,,-540.9999999999915
2018.10.23,-569.9999999999927,,-569.9999999999927
2018.10.23,-571.9999999999948,,-571.9999999999948
2018.10.23,-427.99999999999505,,-427.99999999999505
2018.10.23,-409.99999999999926,,-409.99999999999926
2018.10.23,-373.00000000000114,,-373.00000000000114
2018.10.23,-332.99999999999443,,-332.99999999999443
2018.10.23,-340.9999999999913,,-340.9999999999913
2018.10.23,-340.9999999999913,,-340.9999999999913
2018.10.23,-302.9999999999977,,-302.9999999999977
2018.10.23,-296.9999999999917,,-296.9999999999917
2018.10.23,-290.9999999999968,,-290.9999999999968
2018.10.23,-256.99999999999613,,-256.99999999999613
2018.10.23,-288.9999999999948,,-288.9999999999948
2018.10.24,-295.0000000000008,,-295.0000000000008
2018.10.24,-293.99999999999426,,-293.99999999999426
2018.10.24,-319.99999999999807,,-319.99999999999807
2018.10.24,-326.9999999999995,,-326.9999999999995
2018.10.24,-332.99999999999443,,-332.99999999999443
2018.10.24,-269.9999999999925,,-269.9999999999925
2018.10.24,-269.9999999999925,,-269.9999999999925
2018.10.24,-273.9999999999965,,-273.9999999999965
2018.10.24,-292.9999999999988,,-292.9999999999988
2018.10.24,-314.99999999999864,,-314.99999999999864
2018.10.24,-263.99999999999756,,-263.99999999999756
2018.10.24,-245.99999999999068,,-245.99999999999068
2018.10.24,-226.99999999999943,,-226.99999999999943
2018.10.24,-117.99999999999588,,-117.99999999999588
2018.10.24,-145.9999999999906,,-145.9999999999906
2018.10.24,-131.99999999999878,,-131.99999999999878
2018.10.24,-167.9999999999904,,-167.9999999999904
2018.10.24,-154.99999999999403,,-154.99999999999403
2018.10.24,-188.9999999999947,,-188.9999999999947
2018.10.24,-151.00000000000114,,-151.00000000000114
2018.10.24,-181.9999999999933,,-181.9999999999933
2018.10.24,-261.99999999999557,,-261.99999999999557
2018.10.24,-336.9999999999984,,-336.9999999999984
2018.10.24,-339.99999999999585,,-339.99999999999585
2018.10.24,-329.999999999997,,-329.999999999997
2018.10.24,-273.000000000001,,-273.000000000001
2018.10.24,-262.999999999991,,-262.999999999991
2018.10.24,-258.9999999999981,,-258.9999999999981
2018.10.24,-232.99999999999432,,-232.99999999999432
2018.10.24,-195.9999999999962,,-195.9999999999962
2018.10.24,-312.9999999999966,,-312.9999999999966
2018.10.24,-303.9999999999932,,-303.9999999999932
2018.10.24,-295.99999999999625,,-295.99999999999625
2018.10.24,-385.99999999999744,,-385.99999999999744
2018.10.24,-386.9999999999929,,-386.9999999999929
2018.10.24,-373.00000000000114,,-373.00000000000114
2018.10.24,-453.99999999999886,,-453.99999999999886
2018.10.24,-457.99999999999176,,-457.99999999999176
2018.10.24,-423.9999999999911,,-423.9999999999911
2018.10.24,-449.9999999999948,,-449.9999999999948
2018.10.24,-513.9999999999923,,-513.9999999999923
2018.10.24,-524.9999999999977,,-524.9999999999977
2018.10.24,-512.9999999999968,,-512.9999999999968
2018.10.24,-495.000000000001,,-495.000000000001
2018.10.24,-512.9999999999968,,-512.9999999999968
2018.10.24,-525.9999999999932,,-525.9999999999932
2018.10.24,-535.999999999992,,-535.999999999992
2018.10.24,-539.999999999996,,-539.999999999996
2018.10.25,-571.9999999999948,,-571.9999999999948
2018.10.25,-553.999999999999,,-553.999999999999
2018.10.25,-534.9999999999966,,-534.9999999999966
2018.10.25,-522.0000000000002,,-522.0000000000002
2018.10.25,-509.9999999999993,,-509.9999999999993
2018.10.25,-568.9999999999973,,-568.9999999999973
2018.10.25,-515.9999999999942,,-515.9999999999942
2018.10.25,-478.9999999999961,,-478.9999999999961
2018.10.25,-453.99999999999886,,-453.99999999999886
2018.10.25,-429.99999999999704,,-429.99999999999704
2018.10.25,-392.9999999999989,,-392.9999999999989
2018.10.25,-369.99999999999255,,-369.99999999999255
2018.10.25,-353.99999999999875,,-353.99999999999875
2018.10.25,-335.99999999999187,,-335.99999999999187
2018.10.25,-361.9999999999957,,-361.9999999999957
2018.10.25,-373.99999999999653,,-373.99999999999653
2018.10.25,-406.9999999999907,,-406.9999999999907
2018.10.25,-410.9999999999947,,-410.9999999999947
2018.10.25,-435.9999999999919,,-435.9999999999919
2018.10.25,-476.9999999999941,,-476.9999999999941
2018.10.25,-567.9999999999907,,-567.9999999999907
2018.10.25,-544.9999999999955,,-544.9999999999955
2018.10.25,-561.0000000000003,,-561.0000000000003
2018.10.25,-459.99999999999375,,-459.99999999999375
2018.10.25,-420.9999999999936,,-420.9999999999936
2018.10.25,-357.99999999999164,,-357.99999999999164
2018.10.25,-383.99999999999545,,-383.99999999999545
2018.10.25,-378.00000000000057,,-378.00000000000057
2018.10.25,-379.9999999999915,,-379.9999999999915
2018.10.25,-317.9999999999961,,-317.9999999999961
2018.10.25,-236.99999999999832,,-236.99999999999832
2018.10.25,-254.99999999999412,,-254.99999999999412
2018.10.25,-268.99999999999704,,-268.99999999999704
2018.10.25,-348.9999999999993,,-348.9999999999993
2018.10.25,-383.0,,-383.0
2018.10.25,-373.99999999999653,,-373.99999999999653
2018.10.25,-378.999999999996,,-378.999999999996
2018.10.25,-318.99999999999153,,-318.99999999999153
2018.10.25,-371.99999999999454,,-371.99999999999454
2018.10.25,-364.9999999999931,,-364.9999999999931
2018.10.25,-385.99999999999744,,-385.99999999999744
2018.10.25,-386.9999999999929,,-386.9999999999929
2018.10.25,-403.99999999999324,,-403.99999999999324
2018.10.25,-364.9999999999931,,-364.9999999999931
2018.10.25,-336.9999999999984,,-336.9999999999984
2018.10.25,-351.0000000000013,,-351.0000000000013
2018.10.25,-348.9999999999993,,-348.9999999999993
2018.10.25,-361.9999999999957,,-361.9999999999957
2018.10.26,-359.99999999999363,,-359.99999999999363
2018.10.26,-383.99999999999545,,-383.99999999999545
2018.10.26,-386.9999999999929,,-386.9999999999929
2018.10.26,-359.99999999999363,,-359.99999999999363
2018.10.26,-356.9999999999962,,-356.9999999999962
2018.10.26,-356.00000000000074,,-356.00000000000074
2018.10.26,-409.99999999999926,,-409.99999999999926
2018.10.26,-439.99999999999596,,-439.99999999999596
2018.10.26,-488.999999999995,,-488.999999999995
2018.10.26,-490.999999999997,,-490.999999999997
2018.10.26,-476.9999999999941,,-476.9999999999941
2018.10.26,-544.9999999999955,,-544.9999999999955
2018.10.26,-819.9999999999985,,-819.9999999999985
2018.10.26,-841.9999999999983,,-841.9999999999983
2018.10.26,-906.9999999999911,,-906.9999999999911
2018.10.26,-888.9999999999953,,-888.9999999999953
2018.10.26,-883.0000000000005,,-883.0000000000005
2018.10.26,-900.0000000000008,,-900.0000000000008
2018.10.26,-834.9999999999968,,-834.9999999999968
2018.10.26,-793.9999999999947,,-793.9999999999947
2018.10.26,-833.9999999999903,,-833.9999999999903
2018.10.26,-836.9999999999989,,-836.9999999999989
2018.10.26,-852.9999999999926,,-852.9999999999926
2018.10.26,-857.9999999999922,,-857.9999999999922
2018.10.26,-859.9999999999941,,-859.9999999999941
2018.10.26,-924.9999999999981,,-924.9999999999981
2018.10.26,-890.9999999999974,,-890.9999999999974
2018.10.26,-870.9999999999995,,-870.9999999999995
2018.10.26,-795.9999999999967,,-795.9999999999967
2018.10.26,-866.0000000000001,,-866.0000000000001
2018.10.26,-876.9999999999944,,-876.9999999999944
2018.10.26,-875.999999999999,,-875.999999999999
2018.10.26,-720.9999999999939,,-720.9999999999939
2018.10.26,-714.999999999999,,-714.999999999999
2018.10.26,-690.9999999999972,,-690.9999999999972
2018.10.26,-527.9999999999951,,-527.9999999999951
2018.10.26,-426.9999999999996,,-426.9999999999996
2018.10.26,-357.99999999999164,,-357.99999999999164
2018.10.26,-274.9999999999919,,-274.9999999999919
2018.10.26,-227.99999999999488,,-227.99999999999488
2018.10.26,-248.99999999999923,,-248.99999999999923
2018.10.26,-239.99999999999577,,-239.99999999999577
2018.10.26,-239.0000000000003,,-239.0000000000003
2018.10.26,-222.99999999999542,,-222.99999999999542
2018.10.26,-234.00000000000088,,-234.00000000000088
2018.10.26,-198.99999999999363,,-198.99999999999363
2018.10.26,-215.99999999999397,,-215.99999999999397
2018.10.26,-267.99999999999045,,-267.99999999999045
