date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.03.16,-814.999999999988,-719.000000000003,-1380.9999999999877,-868.000000000002,-596.9999999999919,-378.999999999996,-228.00000000000597,-524.0000000000023,-673.9999999999968,-446.9999999999974,-2143.000000000006,-1587.0000000000032,-2223.9999999999814,-1357.9999999999925,-368.00000000000165,-180.0000000000024,,-14491.99999999996
2020.03.16,-794.9999999999901,-568.9999999999973,-1560.000000000006,-1175.0000000000039,-758.9999999999985,-508.9999999999817,-229.99999999999687,-611.000000000006,-1034.999999999997,-665.0000000000044,-2900.999999999998,-1506.999999999991,-3135.999999999983,-1892.0000000000048,-678.0000000000008,-308.00000000000824,,-18329.999999999967
2020.03.16,-848.9999999999886,-602.999999999998,-1685.9999999999875,-1173.0000000000018,-845.9999999999912,-592.9999999999991,-246.99999999999721,-745.0000000000068,-1064.9999999999936,-980.0000000000031,-3042.999999999996,-1427.9999999999973,-3102.999999999989,-2221.0000000000064,-672.0000000000059,-353.99999999999875,,-19607.999999999964
2020.03.16,-1320.9999999999943,-597.9999999999874,-1655.999999999991,-1068.9999999999977,-844.9999999999958,-1225.9999999999939,-243.99999999999977,-809.0000000000042,-988.0,-899.0000000000053,-2818.9999999999936,-1180.9999999999973,-3204.9999999999914,-2658.000000000005,-551.0000000000015,-492.0000000000035,,-20560.99999999996
2020.03.16,-1108.9999999999823,-211.00000000000563,-1377.000000000006,-966.0000000000002,-834.0000000000014,-1183.0000000000007,-226.00000000001506,-831.000000000004,-1024.9999999999982,-899.0000000000053,-1969.999999999983,-808.9999999999975,-3142.0000000000005,-2780.0000000000045,-534.0000000000011,-548.9999999999995,,-18445.000000000004
2020.03.16,-611.9999999999903,120.99999999999334,-1519.999999999988,-697.9999999999986,-520.9999999999936,-1195.999999999997,-256.99999999999613,-1039.0000000000011,-946.9999999999978,-892.0000000000039,-1851.0000000000027,-861.9999999999948,-3042.999999999996,-2551.9999999999986,-123.00000000000644,-57.00000000000705,,-16048.99999999998
2020.03.16,-1205.999999999996,214.00000000000307,-1438.000000000006,-754.9999999999945,-505.99999999999534,-1624.9999999999875,-239.99999999999577,-1064.0000000000093,-1051.9999999999973,-824.0000000000025,-1658.0000000000261,-1078.9999999999936,-3268.9999999999886,-2551.9999999999986,-216.0000000000051,-51.000000000001044,,-17320.999999999993
2020.03.16,-1523.999999999992,14.000000000002899,-1571.9999999999957,-846.9999999999977,-591.9999999999925,-1745.999999999981,-259.0000000000092,-1009.9999999999998,-973.999999999997,-848.0000000000043,-1100.000000000012,-1346.999999999994,-3207.9999999999886,-2405.999999999997,-214.99999999999852,-101.00000000000664,,-17734.999999999967
2020.03.16,-1459.9999999999945,-466.9999999999952,-1656.9999999999973,-742.9999999999936,-563.9999999999978,-1744.9999999999966,-279.00000000000705,-1065.0000000000048,-919.9999999999986,-797.0000000000033,-817.000000000001,-1748.9999999999952,-2798.999999999996,-2347.9999999999945,-104.00000000000409,-43.999999999999595,,-17557.99999999998
2020.03.16,-1327.999999999996,-333.0000000000055,-1821.9999999999902,-742.9999999999936,-573.0000000000013,-1292.9999999999886,-261.0000000000001,-936.0000000000035,-733.9999999999902,-687.0000000000043,-1225.9999999999939,-1661.9999999999918,-2476.999999999996,-1913.000000000009,26.999999999999247,47.9999999999925,,-15912.999999999973
2020.03.16,-1403.999999999983,-381.99999999999346,-1827.000000000001,-807.0000000000022,-603.9999999999934,-1290.9999999999977,-259.9999999999936,-913.0000000000083,-726.9999999999999,-631.0000000000038,-1042.9999999999939,-1655.0000000000011,-2407.9999999999877,-1780.9999999999882,-73.00000000000084,48.99999999999905,,-15756.99999999995
2020.03.16,-1311.9999999999798,-347.9999999999928,-1811.9999999999914,-788.9999999999952,-512.9999999999968,-1320.9999999999943,-290.9999999999968,-1009.0000000000043,-778.9999999999964,-687.0000000000043,-1293.000000000011,-1718.999999999994,-2484.999999999982,-1604.9999999999898,-31.000000000003247,171.99999999999437,,-15821.999999999938
2020.03.16,-1117.9999999999968,-139.00000000000023,-1793.9999999999845,-914.0000000000038,-447.99999999999284,-1370.9999999999889,-266.0000000000107,-1081.0000000000098,-1029.9999999999975,-660.000000000005,-1828.9999999999918,-1838.9999999999986,-3212.999999999999,-1787.0000000000052,-270.99999999999903,112.99999999999643,,-17646.999999999985
2020.03.16,-1463.9999999999986,-346.0000000000019,-1980.000000000004,-1373.000000000002,-796.9999999999922,-1495.9999999999861,-283.99999999999534,-1081.0000000000098,-1311.999999999991,-868.9999999999975,-2998.000000000012,-2432.9999999999927,-4170.999999999992,-2442.999999999995,-736.9999999999987,-126.0000000000039,,-23909.999999999975
2020.03.16,-1722.9999999999857,-656.9999999999965,-2237.9999999999845,-1346.0000000000027,-835.9999999999923,-1410.0000000000002,-303.0000000000088,-1021.0000000000052,-1429.999999999998,-756.0000000000011,-2522.000000000002,-2480.000000000004,-3925.999999999985,-2197.9999999999886,-748.9999999999997,-92.00000000000318,,-23686.99999999996
2020.03.16,-1815.9999999999955,-787.9999999999887,-2451.000000000003,-1620.9999999999948,-1102.9999999999984,-1501.9999999999811,-306.00000000000625,-1127.0000000000002,-1444.9999999999964,-980.9999999999985,-3056.9999999999986,-2673.9999999999923,-4470.999999999981,-2896.999999999994,-853.0000000000038,-304.9999999999997,,-27396.99999999993
2020.03.16,-1953.999999999989,-713.9999999999924,-2344.9999999999973,-1366.0000000000005,-656.9999999999965,-1627.999999999985,-293.0000000000099,-1097.999999999999,-1243.9999999999895,-756.0000000000011,-2506.9999999999927,-2069.999999999993,-3720.9999999999964,-1766.000000000001,-541.9999999999981,235.99999999999176,,-22424.999999999945
2020.03.16,-1721.999999999979,-875.999999999988,-2235.9999999999936,-1251.9999999999975,-473.99999999999665,-1350.9999999999911,-341.99999999999784,-947.000000000009,-989.9999999999909,-350.00000000000585,-2376.0000000000227,-1861.000000000004,-3149.000000000002,-899.9999999999897,-526.0000000000042,391.9999999999924,,-18959.999999999978
2020.03.16,-1420.9999999999834,-944.9999999999958,-2098.999999999984,-1241.9999999999986,-461.99999999999574,-773.9999999999858,-336.00000000000296,-852.0000000000083,-912.9999999999972,-207.99999999999707,-2509.0000000000055,-1879.9999999999955,-2797.9999999999895,-340.9999999999913,-468.00000000000176,436.9999999999985,,-16810.99999999993
2020.03.16,-1360.99999999999,-638.0000000000052,-2380.0000000000045,-1175.9999999999993,-124.99999999999733,-1105.9999999999848,-324.9999999999975,-1045.000000000007,-1056.9999999999968,-99.00000000000463,-2204.000000000006,-2225.999999999999,-3083.9999999999977,39.00000000001125,-226.99999999999943,1007.9999999999978,,-16005.99999999998
2020.03.16,-1567.9999999999916,-523.9999999999911,-2404.000000000006,-1119.0000000000034,75.9999999999983,-1394.9999999999907,-322.00000000000006,-1180.0000000000032,-995.9999999999969,44.99999999999504,-1827.000000000023,-2185.9999999999927,-3045.999999999993,398.9999999999938,-156.00000000000057,1344.0000000000007,,-14859.000000000005
2020.03.16,-1770.9999999999893,-496.00000000000756,-2580.999999999989,-1112.9999999999973,-35.999999999991594,-1445.9999999999918,-204.00000000000418,-1170.0000000000043,-984.9999999999915,22.999999999995246,-1459.0000000000102,-1959.9999999999936,-3159.000000000001,31.000000000003247,-57.00000000000705,1303.999999999994,,-15078.999999999984
2020.03.16,-2073.999999999998,-431.99999999998795,-2754.9999999999964,-1158.0000000000034,-218.99999999999142,-1774.9999999999932,-202.9999999999976,-1297.999999999999,-1007.9999999999978,-141.99999999999767,-1085.0000000000027,-1929.9999999999927,-3309.999999999991,-442.9999999999934,-56.0000000000005,1044.999999999996,,-16842.999999999945
2020.03.16,-2088.9999999999854,-385.99999999999744,-2542.0,-1158.9999999999989,-239.99999999999577,-1844.0000000000011,-180.0000000000024,-1161.000000000001,-1023.9999999999916,-207.00000000000162,-1046.999999999998,-1804.9999999999927,-3562.9999999999827,-707.9999999999975,-174.00000000000747,930.999999999993,,-17197.99999999996
2020.03.16,-2048.9999999999895,-314.99999999999864,-2469.9999999999945,-1188.9999999999957,-362.99999999999113,-1636.9999999999995,-65.00000000000395,-1117.0000000000014,-1011.9999999999907,-302.9999999999977,-1202.000000000014,-1649.9999999999914,-3621.999999999992,-1151.9999999999975,-161.00000000000003,776.9999999999943,,-17529.999999999964
2020.03.16,-1935.9999999999823,-377.9999999999894,-2449.999999999997,-1208.9999999999934,-444.9999999999954,-1461.0000000000011,76.99999999999375,-1039.0000000000011,-983.999999999996,-339.0000000000004,-1395.000000000013,-1527.000000000001,-3740.9999999999945,-1462.999999999992,-174.00000000000747,679.9999999999917,,-17783.999999999978
2020.03.16,-1796.999999999982,-364.9999999999931,-2451.000000000003,-1190.0000000000023,-444.9999999999954,-1396.9999999999816,45.99999999999049,-1031.9999999999995,-959.9999999999942,-353.99999999999875,-1604.9999999999898,-1397.9999999999961,-3655.9999999999927,-1373.000000000002,-195.00000000000074,705.9999999999956,,-17465.99999999994
2020.03.16,-1701.9999999999814,-319.0000000000026,-2644.000000000002,-1292.0000000000043,-585.9999999999976,-1335.9999999999816,-26.0000000000149,-1145.000000000007,-1131.9999999999998,-473.0000000000012,-2091.9999999999827,-1640.0000000000005,-3889.9999999999936,-1811.000000000007,-279.00000000000705,573.9999999999967,,-19792.999999999985
2020.03.16,-1676.9999999999952,-208.99999999999253,-2742.0,-1463.9999999999986,-614.9999999999989,-1435.9999999999927,-22.0000000000109,-1292.0000000000043,-1341.9999999999986,-577.0000000000052,-2471.000000000023,-1570.999999999998,-4574.999999999995,-2086.9999999999945,-363.0000000000022,595.0000000000011,,-21848.00000000001
2020.03.16,-1790.999999999987,-214.99999999998744,-2751.999999999999,-1400.9999999999966,-632.9999999999947,-1516.9999999999907,25.999999999992696,-1286.0000000000093,-1298.9999999999945,-573.0000000000013,-2136.0000000000045,-1521.000000000001,-4348.999999999981,-2076.9999999999955,-312.9999999999966,546.000000000002,,-21290.99999999994
2020.03.16,-1854.0,-333.0000000000055,-2776.999999999985,-1551.0000000000023,-639.9999999999961,-1632.9999999999955,-104.99999999999955,-1285.0000000000027,-1423.999999999992,-658.0000000000031,-2280.0000000000155,-1768.9999999999914,-4287.999999999981,-1723.000000000008,-417.0000000000007,464.9999999999932,,-22271.999999999985
2020.03.16,-1758.9999999999995,-255.99999999998957,-2629.999999999999,-1483.000000000001,-651.999999999997,-1566.999999999985,-141.00000000001333,-1472.0000000000066,-1356.999999999997,-685.0000000000023,-2525.000000000022,-1591.9999999999986,-4437.000000000002,-1882.9999999999902,-417.0000000000007,464.9999999999932,,-22391.000000000007
2020.03.17,-1506.9999999999916,-231.0000000000034,-2654.999999999985,-1385.9999999999984,-631.9999999999992,-1490.999999999998,-76.0000000000094,-1345.0000000000073,-1343.9999999999895,-665.9999999999999,-2512.9999999999873,-1572.9999999999932,-4292.999999999991,-1905.0000000000011,-340.00000000000693,485.99999999999756,,-21470.999999999964
2020.03.17,-1499.9999999999902,-239.99999999999577,-2627.999999999986,-1315.999999999995,-512.9999999999968,-1271.9999999999843,17.999999999984695,-1263.000000000003,-1098.9999999999943,-453.0000000000034,-2220.999999999984,-1340.0000000000034,-3984.999999999994,-1597.9999999999884,-248.99999999999923,651.999999999997,,-19006.999999999938
2020.03.17,-1466.9999999999961,-272.99999999998994,-2557.9999999999936,-1317.0000000000016,-522.0000000000002,-1139.9999999999854,58.000000000002494,-1088.0,-1071.9999999999952,-373.00000000000114,-2260.0000000000177,-1328.9999999999936,-3934.9999999999995,-1533.999999999991,-257.0000000000072,632.9999999999947,,-18433.999999999975
2020.03.17,-1465.9999999999895,-303.9999999999932,-2706.9999999999927,-1430.9999999999934,-593.9999999999945,-1091.9999999999818,53.999999999998494,-1144.0000000000007,-1181.999999999994,-443.0000000000045,-2655.999999999992,-1418.9999999999968,-4231.999999999991,-1717.9999999999973,-395.0000000000009,557.9999999999918,,-20170.99999999993
2020.03.17,-1562.9999999999811,-292.00000000000335,-2739.999999999987,-1466.9999999999961,-558.9999999999984,-1185.9999999999982,55.99999999998939,-1145.000000000007,-1305.9999999999961,-397.99999999999835,-2651.000000000003,-1409.9999999999966,-4377.999999999993,-1631.0000000000048,-429.0000000000016,657.9999999999919,,-20440.99999999998
2020.03.17,-1760.9999999999905,-252.99999999999213,-2668.999999999988,-1359.9999999999945,-539.999999999996,-1346.999999999987,126.0000000000039,-1109.0000000000043,-1132.9999999999952,-385.000000000002,-2202.9999999999995,-1200.0000000000027,-4198.999999999997,-1702.0000000000034,-304.9999999999997,624.0000000000023,,-19415.999999999945
2020.03.17,-1793.9999999999845,-249.99999999999466,-2519.0000000000045,-1275.9999999999993,-420.9999999999936,-1281.9999999999832,194.0000000000053,-1006.0000000000069,-1044.999999999996,-248.99999999999923,-1672.9999999999911,-780.0000000000011,-3942.9999999999854,-1340.000000000008,-226.99999999999943,756.9999999999966,,-16853.99999999995
2020.03.17,-1744.9999999999966,-286.99999999999284,-2336.0000000000045,-1188.9999999999957,-256.0000000000007,-1139.9999999999854,269.9999999999925,-853.0000000000038,-872.9999999999905,-56.0000000000005,-1412.9999999999975,-661.0000000000014,-3630.0,-827.0,-268.99999999999704,830.9999999999928,,-14433.999999999982
2020.03.17,-1710.999999999996,-229.99999999999687,-2479.999999999993,-1427.0000000000005,-539.999999999996,-1224.9999999999873,282.0000000000045,-989.0000000000066,-1151.9999999999975,-309.0000000000037,-2256.9999999999977,-950.0000000000028,-4414.999999999991,-1723.9999999999923,-473.99999999999665,557.9999999999918,,-19042.99999999996
2020.03.17,-1674.999999999982,-158.99999999999804,-2446.999999999999,-1337.9999999999948,-500.00000000000045,-1208.9999999999934,276.9999999999939,-1009.9999999999998,-1122.9999999999961,-328.0000000000061,-2024.0000000000257,-1004.9999999999955,-4305.999999999987,-1784.999999999992,-355.0000000000053,595.0000000000011,,-18391.99999999998
2020.03.17,-1717.9999999999973,-204.99999999998852,-2446.999999999999,-1346.0000000000027,-488.999999999995,-1254.9999999999839,245.0000000000063,-989.0000000000066,-1127.9999999999957,-406.00000000000637,-2057.00000000002,-1105.000000000004,-4224.99999999999,-1693.9999999999955,-365.0000000000042,605.0,,-18578.999999999985
2020.03.17,-1637.9999999999839,-133.00000000000534,-2429.9999999999986,-1239.0000000000011,-419.9999999999982,-1173.9999999999861,259.9999999999936,-953.0000000000039,-980.9999999999985,-287.0000000000039,-1825.00000000001,-941.9999999999931,-3993.0000000000023,-1523.999999999992,-263.99999999999756,663.999999999998,,-16878.99999999998
2020.03.17,-1549.9999999999848,-109.00000000000354,-2454.999999999985,-1207.0000000000025,-484.999999999991,-1142.999999999983,276.9999999999939,-981.0000000000097,-1019.9999999999986,-365.0000000000042,-1863.999999999999,-858.9999999999947,-3869.9999999999955,-1690.999999999998,-178.00000000000037,609.9999999999994,,-16889.999999999953
2020.03.17,-1649.999999999996,-129.99999999998568,-2393.000000000001,-1271.0,-442.9999999999934,-1223.9999999999807,245.99999999999068,-981.0000000000097,-1010.9999999999952,-280.9999999999979,-1936.9999999999886,-834.9999999999937,-4048.9999999999914,-1571.9999999999957,-341.0000000000024,627.9999999999952,,-17243.999999999945
2020.03.17,-1610.9999999999848,-150.00000000000568,-2387.000000000006,-1288.0000000000002,-475.99999999999864,-1172.9999999999795,228.00000000000597,-955.0000000000058,-1032.999999999995,-318.00000000000716,-1944.9999999999968,-932.0000000000022,-4108.000000000001,-1662.000000000008,-333.0000000000055,580.0000000000027,,-17562.999999999985
2020.03.17,-1736.9999999999886,-207.00000000000162,-2475.9999999999895,-1471.9999999999955,-583.9999999999957,-1281.9999999999832,197.99999999998707,-1013.0000000000083,-1199.99999999999,-407.99999999999727,-2407.0000000000036,-959.9999999999937,-4572.999999999983,-1886.9999999999943,-533.0000000000057,496.99999999999187,,-20043.999999999953
2020.03.17,-1811.9999999999914,-249.99999999999466,-2563.000000000004,-1705.9999999999964,-757.999999999992,-1317.999999999997,195.9999999999962,-1002.0000000000028,-1414.9999999999995,-539.0000000000006,-3101.0000000000205,-1173.0000000000018,-5181.999999999997,-2316.9999999999914,-797.0000000000033,298.9999999999937,,-23438.000000000004
2020.03.17,-1932.9999999999848,-316.0000000000052,-2559.0,-1763.0000000000034,-761.0000000000006,-1389.9999999999802,156.99999999998494,-1009.9999999999998,-1538.9999999999905,-545.0000000000066,-3160.0000000000073,-969.9999999999989,-5279.999999999995,-2296.9999999999936,-892.0000000000039,295.99999999999625,,-23961.99999999999
2020.03.17,-1960.9999999999905,-485.0000000000021,-2554.9999999999964,-1702.0000000000034,-705.9999999999956,-1386.9999999999827,110.99999999999443,-956.0000000000013,-1330.9999999999934,-433.0000000000056,-2820.0000000000005,-1042.0000000000016,-4782.999999999982,-1866.9999999999964,-799.0000000000052,369.99999999999255,,-22345.999999999967
2020.03.17,-2194.9999999999914,-600.0000000000006,-2566.000000000002,-1639.0000000000016,-609.9999999999994,-1339.9999999999857,119.99999999998678,-856.0000000000013,-1219.9999999999989,-275.99999999999847,-2635.999999999994,-1081.0000000000032,-4448.999999999992,-1397.0000000000039,-834.9999999999968,476.9999999999941,,-21102.99999999999
2020.03.17,-2164.9999999999945,-629.9999999999973,-2780.0000000000045,-1619.0000000000039,-575.9999999999987,-1340.9999999999923,80.99999999999774,-963.0000000000027,-1161.9999999999964,-301.0000000000068,-2613.999999999983,-1048.9999999999923,-4383.999999999988,-1360.0000000000057,-619.0000000000028,563.9999999999978,,-20917.999999999978
2020.03.17,-2061.999999999986,-787.0000000000043,-3068.000000000004,-1778.9999999999973,-784.9999999999912,-1251.9999999999864,75.99999999998718,-986.0000000000091,-1276.9999999999948,-324.00000000000205,-2988.9999999999973,-1257.9999999999955,-4479.999999999995,-1473.9999999999975,-639.0000000000007,578.9999999999961,,-22504.999999999978
2020.03.17,-2361.9999999999973,-936.9999999999878,-3275.0000000000055,-1905.9999999999966,-944.0000000000003,-1455.9999999999907,-73.99999999999629,-1130.0000000000089,-1468.9999999999982,-536.9999999999986,-3020.999999999985,-1503.0,-4733.999999999994,-1842.9999999999945,-672.0000000000059,461.99999999999574,,-25400.99999999996
2020.03.17,-2549.9999999999854,-961.9999999999961,-3367.999999999993,-2061.9999999999973,-1142.999999999994,-1522.0000000000011,-103.00000000000864,-1211.0000000000066,-1619.9999999999993,-836.0000000000034,-3160.0000000000073,-1733.9999999999945,-5189.999999999984,-2380.9999999999886,-867.0000000000067,174.99999999999181,,-28533.999999999975
2020.03.17,-2634.9999999999873,-1283.9999999999964,-3283.999999999998,-2146.999999999999,-1324.9999999999984,-1464.999999999983,-114.99999999999844,-1030.0000000000086,-1496.9999999999927,-851.0000000000017,-3143.9999999999914,-1649.9999999999914,-5006.999999999984,-2350.999999999992,-1011.0000000000064,-92.99999999999864,,-28888.999999999935
2020.03.17,-3109.9999999999905,-1635.999999999993,-3498.9999999999854,-2485.000000000004,-1488.999999999996,-1571.9999999999957,-151.9999999999966,-931.0000000000041,-1584.999999999992,-736.9999999999987,-3415.999999999997,-1923.9999999999923,-5201.999999999995,-2398.9999999999955,-1426.000000000005,-184.00000000000637,,-31746.99999999995
2020.03.17,-3261.9999999999873,-1878.9999999999861,-3881.9999999999854,-2439.9999999999977,-1508.9999999999936,-1567.9999999999916,-236.00000000001398,-995.0000000000015,-1639.999999999997,-807.0000000000022,-3282.0000000000073,-2055.9999999999973,-5190.99999999999,-2217.0000000000023,-1316.0000000000061,-102.99999999999754,,-32382.99999999996
2020.03.17,-3242.999999999996,-1885.9999999999877,-4187.999999999992,-2381.0,-1512.9999999999977,-1471.0,-243.00000000001543,-1068.0000000000023,-1569.9999999999936,-660.000000000005,-3305.0000000000246,-2310.9999999999927,-4692.999999999992,-2049.9999999999964,-899.0000000000053,126.99999999999933,,-31353.999999999996
2020.03.17,-3249.9999999999973,-2021.0000000000061,-4220.999999999985,-2593.000000000001,-1618.9999999999927,-1502.9999999999877,-275.000000000003,-1124.0000000000027,-1701.9999999999925,-850.0000000000063,-3602.0000000000164,-2299.9999999999973,-5278.999999999989,-2320.9999999999955,-1126.0000000000048,48.99999999999905,,-33736.99999999998
2020.03.17,-3237.9999999999854,-2154.999999999996,-3913.9999999999955,-2429.9999999999986,-1439.9999999999968,-1189.99999999998,-289.0000000000059,-842.0000000000094,-1444.9999999999964,-590.0000000000016,-3319.9999999999895,-2459.000000000003,-4389.999999999983,-1320.9999999999943,-1114.0000000000039,19.00000000000235,,-30117.99999999993
2020.03.17,-3299.999999999992,-2119.9999999999886,-3915.000000000002,-2439.9999999999977,-1388.999999999996,-1153.9999999999884,-194.0000000000053,-750.0000000000063,-1335.9999999999927,-379.0000000000071,-3228.0000000000086,-2402.000000000001,-4349.999999999987,-1164.0000000000095,-1036.0000000000036,239.0000000000003,,-28917.999999999985
2020.03.17,-3625.999999999996,-2041.0000000000039,-3952.0,-2439.0000000000023,-1267.9999999999914,-1637.9999999999839,-188.00000000001037,-857.0000000000077,-1417.999999999997,-390.0000000000015,-2424.999999999988,-2390.999999999991,-4555.999999999983,-943.9999999999893,-1041.000000000003,341.0000000000024,,-28832.99999999994
2020.03.17,-3803.999999999985,-2336.0000000000045,-4034.9999999999886,-2588.0000000000014,-1385.9999999999984,-1646.9999999999984,-246.99999999999721,-824.0000000000025,-1501.9999999999923,-387.99999999999943,-2837.999999999985,-2462.000000000003,-4835.999999999995,-1238.99999999999,-1229.9999999999977,264.999999999993,,-31096.999999999945
2020.03.17,-3818.9999999999945,-2320.9999999999955,-4119.000000000006,-2579.9999999999936,-1411.9999999999911,-1646.9999999999984,-253.99999999999866,-813.0000000000082,-1430.9999999999934,-372.0000000000057,-3336.0000000000055,-2518.9999999999914,-4564.999999999997,-970.9999999999885,-1358.0000000000036,246.99999999999721,,-31269.999999999978
2020.03.17,-3804.999999999992,-2306.9999999999923,-4249.999999999998,-2663.000000000004,-1383.000000000001,-1576.999999999984,-232.00000000000998,-847.0000000000089,-1593.9999999999955,-348.00000000000387,-2926.999999999991,-2251.9999999999955,-4777.999999999994,-944.9999999999958,-1319.9999999999989,402.9999999999978,,-30824.999999999967
