date,CADJPY,empty,sum
2016.03.30,-760.9999999999957,,-760.9999999999957
2016.03.30,-908.9999999999918,,-908.9999999999918
2016.03.30,-893.9999999999912,,-893.9999999999912
2016.03.30,-968.0000000000035,,-968.0000000000035
2016.03.30,-959.0000000000032,,-959.0000000000032
2016.03.30,-968.0000000000035,,-968.0000000000035
2016.03.30,-936.9999999999976,,-936.9999999999976
2016.03.30,-941.0000000000025,,-941.0000000000025
2016.03.30,-932.0000000000022,,-932.0000000000022
2016.03.30,-1078.000000000003,,-1078.000000000003
2016.03.30,-1128.0,,-1128.0
2016.03.30,-1025.9999999999964,,-1025.9999999999964
2016.03.30,-1161.9999999999918,,-1161.9999999999918
2016.03.30,-1412.9999999999968,,-1412.9999999999968
2016.03.30,-1503.0,,-1503.0
2016.03.30,-1475.999999999999,,-1475.999999999999
2016.03.30,-1605.9999999999945,,-1605.9999999999945
2016.03.30,-1710.9999999999986,,-1710.9999999999986
2016.03.30,-1917.9999999999923,,-1917.9999999999923
2016.03.30,-1736.000000000004,,-1736.000000000004
2016.03.30,-1691.9999999999932,,-1691.9999999999932
2016.03.30,-1750.0,,-1750.0
2016.03.30,-1682.0000000000023,,-1682.0000000000023
2016.03.30,-1521.000000000001,,-1521.000000000001
2016.03.30,-1528.9999999999964,,-1528.9999999999964
2016.03.30,-1597.999999999999,,-1597.999999999999
2016.03.30,-1605.000000000004,,-1605.000000000004
2016.03.30,-1594.9999999999989,,-1594.9999999999989
2016.03.30,-1597.999999999999,,-1597.999999999999
2016.03.30,-1608.000000000004,,-1608.000000000004
2016.03.30,-1631.999999999991,,-1631.999999999991
2016.03.31,-1594.9999999999989,,-1594.9999999999989
2016.03.31,-1590.0000000000034,,-1590.0000000000034
2016.03.31,-1584.9999999999936,,-1584.9999999999936
2016.03.31,-1569.0000000000027,,-1569.0000000000027
2016.03.31,-1540.9999999999968,,-1540.9999999999968
2016.03.31,-1495.0000000000045,,-1495.0000000000045
2016.03.31,-1420.9999999999923,,-1420.9999999999923
2016.03.31,-1591.9999999999986,,-1591.9999999999986
2016.03.31,-1549.9999999999973,,-1549.9999999999973
2016.03.31,-1441.0000000000025,,-1441.0000000000025
2016.03.31,-1322.0000000000027,,-1322.0000000000027
2016.03.31,-1387.999999999991,,-1387.999999999991
2016.03.31,-1290.9999999999968,,-1290.9999999999968
2016.03.31,-1256.999999999991,,-1256.999999999991
2016.03.31,-1256.999999999991,,-1256.999999999991
2016.03.31,-1218.0000000000036,,-1218.0000000000036
2016.03.31,-1263.999999999996,,-1263.999999999996
2016.03.31,-1245.0000000000045,,-1245.0000000000045
2016.03.31,-1221.0000000000036,,-1221.0000000000036
2016.03.31,-1402.000000000001,,-1402.000000000001
2016.03.31,-1493.9999999999998,,-1493.9999999999998
2016.03.31,-1495.0000000000045,,-1495.0000000000045
2016.03.31,-1509.0000000000005,,-1509.0000000000005
2016.03.31,-1593.0000000000036,,-1593.0000000000036
2016.03.31,-1555.9999999999973,,-1555.9999999999973
2016.03.31,-1643.9999999999914,,-1643.9999999999914
2016.03.31,-1620.0000000000045,,-1620.0000000000045
2016.03.31,-1599.9999999999943,,-1599.9999999999943
2016.03.31,-1676.0000000000018,,-1676.0000000000018
2016.03.31,-1670.9999999999923,,-1670.9999999999923
2016.03.31,-1659.9999999999966,,-1659.9999999999966
2016.03.31,-1950.0000000000027,,-1950.0000000000027
2016.03.31,-1850.999999999999,,-1850.999999999999
2016.03.31,-1938.0000000000023,,-1938.0000000000023
2016.03.31,-2259.999999999991,,-2259.999999999991
2016.03.31,-2212.000000000003,,-2212.000000000003
2016.03.31,-1718.0000000000036,,-1718.0000000000036
2016.03.31,-1564.9999999999977,,-1564.9999999999977
2016.03.31,-1625.9999999999905,,-1625.9999999999905
2016.03.31,-1623.9999999999952,,-1623.9999999999952
2016.03.31,-1512.0000000000005,,-1512.0000000000005
2016.03.31,-1421.999999999997,,-1421.999999999997
2016.03.31,-1408.9999999999918,,-1408.9999999999918
2016.03.31,-1527.9999999999916,,-1527.9999999999916
2016.03.31,-1581.9999999999936,,-1581.9999999999936
2016.03.31,-1522.9999999999961,,-1522.9999999999961
2016.03.31,-1503.0,,-1503.0
2016.03.31,-1435.0000000000023,,-1435.0000000000023
2016.04.01,-1424.9999999999973,,-1424.9999999999973
2016.04.01,-1459.0000000000032,,-1459.0000000000032
2016.04.01,-1484.9999999999995,,-1484.9999999999995
2016.04.01,-1512.0000000000005,,-1512.0000000000005
2016.04.01,-1495.0000000000045,,-1495.0000000000045
2016.04.01,-1435.0000000000023,,-1435.0000000000023
2016.04.01,-1426.9999999999925,,-1426.9999999999925
2016.04.01,-1399.000000000001,,-1399.000000000001
2016.04.01,-1412.9999999999968,,-1412.9999999999968
2016.04.01,-1231.9999999999993,,-1231.9999999999993
2016.04.01,-1036.9999999999918,,-1036.9999999999918
2016.04.01,-962.0000000000033,,-962.0000000000033
2016.04.01,-989.9999999999949,,-989.9999999999949
2016.04.01,-951.9999999999982,,-951.9999999999982
2016.04.01,-980.000000000004,,-980.000000000004
2016.04.01,-947.0000000000027,,-947.0000000000027
2016.04.01,-977.9999999999944,,-977.9999999999944
2016.04.01,-956.0000000000031,,-956.0000000000031
2016.04.01,-1018.9999999999912,,-1018.9999999999912
2016.04.01,-1057.9999999999927,,-1057.9999999999927
2016.04.01,-1067.9999999999977,,-1067.9999999999977
2016.04.01,-1081.9999999999936,,-1081.9999999999936
2016.04.01,-1100.999999999999,,-1100.999999999999
2016.04.01,-1131.999999999991,,-1131.999999999991
2016.04.01,-1170.0000000000018,,-1170.0000000000018
2016.04.01,-1120.999999999995,,-1120.999999999995
2016.04.01,-963.9999999999986,,-963.9999999999986
2016.04.01,-936.9999999999976,,-936.9999999999976
2016.04.01,-840.0000000000034,,-840.0000000000034
2016.04.01,-769.999999999996,,-769.999999999996
2016.04.01,-855.000000000004,,-855.000000000004
2016.04.01,-841.9999999999987,,-841.9999999999987
2016.04.01,-387.999999999991,,-387.999999999991
2016.04.01,-393.99999999999125,,-393.99999999999125
2016.04.01,-688.999999999993,,-688.999999999993
2016.04.01,-700.0000000000028,,-700.0000000000028
2016.04.01,-808.9999999999975,,-808.9999999999975
2016.04.01,-870.9999999999951,,-870.9999999999951
2016.04.01,-759.0000000000003,,-759.0000000000003
2016.04.01,-664.0000000000015,,-664.0000000000015
2016.04.01,-661.0000000000014,,-661.0000000000014
2016.04.01,-655.0000000000011,,-655.0000000000011
2016.04.01,-736.9999999999948,,-736.9999999999948
2016.04.01,-652.000000000001,,-652.000000000001
2016.04.01,-640.0000000000006,,-640.0000000000006
2016.04.01,-625.9999999999906,,-625.9999999999906
2016.04.01,-638.9999999999958,,-638.9999999999958
2016.04.01,-599.9999999999943,,-599.9999999999943
