date,GBPAUD,empty,sum
2015.11.04,-3453.0000000000173,,-3453.0000000000173
2015.11.04,-3173.0000000000036,,-3173.0000000000036
2015.11.04,-3038.0000000000073,,-3038.0000000000073
2015.11.04,-2971.0000000000127,,-2971.0000000000127
2015.11.04,-2971.0000000000127,,-2971.0000000000127
2015.11.04,-2977.0000000000073,,-2977.0000000000073
2015.11.04,-3098.000000000001,,-3098.000000000001
2015.11.04,-2967.9999999999927,,-2967.9999999999927
2015.11.04,-2963.0000000000045,,-2963.0000000000045
2015.11.04,-3035.0000000000323,,-3035.0000000000323
2015.11.04,-3136.0000000000277,,-3136.0000000000277
2015.11.04,-2810.0000000000236,,-2810.0000000000236
2015.11.04,-2522.000000000002,,-2522.000000000002
2015.11.04,-2537.0000000000114,,-2537.0000000000114
2015.11.04,-2445.9999999999927,,-2445.9999999999927
2015.11.04,-2513.000000000032,,-2513.000000000032
2015.11.04,-2662.000000000031,,-2662.000000000031
2015.11.04,-2632.0000000000123,,-2632.0000000000123
2015.11.04,-2509.0000000000055,,-2509.0000000000055
2015.11.04,-2558.000000000016,,-2558.000000000016
2015.11.04,-2672.0000000000077,,-2672.0000000000077
2015.11.04,-2281.000000000022,,-2281.000000000022
2015.11.04,-2274.0000000000205,,-2274.0000000000205
2015.11.04,-2298.0,,-2298.0
2015.11.04,-2351.9999999999986,,-2351.9999999999986
2015.11.04,-2221.0000000000286,,-2221.0000000000286
2015.11.04,-2038.999999999991,,-2038.999999999991
2015.11.04,-1790.0000000000027,,-1790.0000000000027
2015.11.04,-1896.9999999999932,,-1896.9999999999932
2015.11.04,-2003.0000000000214,,-2003.0000000000214
2015.11.04,-1983.0000000000236,,-1983.0000000000236
2015.11.04,-1826.0000000000166,,-1826.0000000000166
2015.11.04,-1896.000000000031,,-1896.000000000031
2015.11.04,-1908.0000000000207,,-1908.0000000000207
2015.11.04,-1811.000000000007,,-1811.000000000007
2015.11.04,-1827.000000000023,,-1827.000000000023
2015.11.04,-1977.999999999991,,-1977.999999999991
2015.11.04,-1983.0000000000236,,-1983.0000000000236
2015.11.05,-1781.0000000000325,,-1781.0000000000325
2015.11.05,-1549.0000000000225,,-1549.0000000000225
2015.11.05,-1543.0000000000277,,-1543.0000000000277
2015.11.05,-1363.0000000000032,,-1363.0000000000032
2015.11.05,-1480.0000000000146,,-1480.0000000000146
2015.11.05,-1566.0000000000007,,-1566.0000000000007
2015.11.05,-1662.000000000008,,-1662.000000000008
2015.11.05,-1631.999999999989,,-1631.999999999989
2015.11.05,-1712.0000000000246,,-1712.0000000000246
2015.11.05,-1781.0000000000325,,-1781.0000000000325
2015.11.05,-1740.0000000000305,,-1740.0000000000305
2015.11.05,-1899.0000000000061,,-1899.0000000000061
2015.11.05,-1942.0000000000214,,-1942.0000000000214
2015.11.05,-1770.000000000005,,-1770.000000000005
2015.11.05,-1732.0000000000225,,-1732.0000000000225
2015.11.05,-1644.0000000000232,,-1644.0000000000232
2015.11.05,-1766.0000000000232,,-1766.0000000000232
2015.11.05,-1505.0000000000007,,-1505.0000000000007
2015.11.05,-1672.000000000029,,-1672.000000000029
2015.11.05,-1631.0000000000268,,-1631.0000000000268
2015.11.05,-1327.999999999996,,-1327.999999999996
2015.11.05,-1422.9999999999966,,-1422.9999999999966
2015.11.05,-1365.0000000000161,,-1365.0000000000161
2015.11.05,-1290.0000000000134,,-1290.0000000000134
2015.11.05,-1235.0000000000084,,-1235.0000000000084
2015.11.05,-1473.0000000000132,,-1473.0000000000132
2015.11.05,-1508.0000000000205,,-1508.0000000000205
2015.11.05,-1436.9999999999993,,-1436.9999999999993
2015.11.05,-3258.9999999999895,,-3258.9999999999895
2015.11.05,-3191.999999999995,,-3191.999999999995
2015.11.05,-3461.000000000025,,-3461.000000000025
2015.11.05,-4235.999999999995,,-4235.999999999995
2015.11.05,-4336.999999999991,,-4336.999999999991
2015.11.05,-4228.999999999994,,-4228.999999999994
2015.11.05,-4198.000000000013,,-4198.000000000013
2015.11.05,-3812.0000000000155,,-3812.0000000000155
2015.11.05,-3703.000000000012,,-3703.000000000012
2015.11.05,-3821.00000000003,,-3821.00000000003
2015.11.05,-3848.9999999999914,,-3848.9999999999914
2015.11.05,-4092.000000000029,,-4092.000000000029
2015.11.05,-4078.000000000026,,-4078.000000000026
2015.11.05,-4054.000000000002,,-4054.000000000002
2015.11.05,-4127.999999999998,,-4127.999999999998
2015.11.05,-4018.999999999995,,-4018.999999999995
2015.11.05,-4000.0000000000036,,-4000.0000000000036
2015.11.05,-3995.000000000015,,-3995.000000000015
2015.11.05,-4109.000000000007,,-4109.000000000007
2015.11.05,-4119.000000000028,,-4119.000000000028
2015.11.06,-4065.999999999992,,-4065.999999999992
2015.11.06,-4105.0000000000255,,-4105.0000000000255
2015.11.06,-4198.000000000013,,-4198.000000000013
2015.11.06,-4146.99999999999,,-4146.99999999999
2015.11.06,-4335.000000000022,,-4335.000000000022
2015.11.06,-4305.000000000004,,-4305.000000000004
2015.11.06,-4098.000000000024,,-4098.000000000024
2015.11.06,-3977.0000000000305,,-3977.0000000000305
2015.11.06,-3987.0000000000073,,-3987.0000000000073
2015.11.06,-4028.0000000000095,,-4028.0000000000095
2015.11.06,-3981.0000000000123,,-3981.0000000000123
2015.11.06,-4037.000000000024,,-4037.000000000024
2015.11.06,-4021.0000000000077,,-4021.0000000000077
2015.11.06,-4086.9999999999964,,-4086.9999999999964
2015.11.06,-4140.9999999999945,,-4140.9999999999945
2015.11.06,-4158.000000000017,,-4158.000000000017
2015.11.06,-4276.999999999997,,-4276.999999999997
2015.11.06,-4314.000000000018,,-4314.000000000018
2015.11.06,-4516.000000000009,,-4516.000000000009
2015.11.06,-4526.00000000003,,-4526.00000000003
2015.11.06,-4997.000000000007,,-4997.000000000007
2015.11.06,-5205.999999999999,,-5205.999999999999
2015.11.06,-5203.000000000025,,-5203.000000000025
2015.11.06,-5265.999999999993,,-5265.999999999993
2015.11.06,-5326.999999999993,,-5326.999999999993
2015.11.06,-5327.999999999999,,-5327.999999999999
2015.11.06,-5398.000000000014,,-5398.000000000014
2015.11.06,-5404.000000000009,,-5404.000000000009
2015.11.06,-5562.000000000023,,-5562.000000000023
2015.11.06,-5452.000000000013,,-5452.000000000013
2015.11.06,-5258.999999999992,,-5258.999999999992
2015.11.06,-5193.000000000003,,-5193.000000000003
2015.11.06,-4021.0000000000077,,-4021.0000000000077
2015.11.06,-3876.9999999999973,,-3876.9999999999973
2015.11.06,-3586.0000000000005,,-3586.0000000000005
2015.11.06,-3122.0000000000246,,-3122.0000000000246
2015.11.06,-2716.999999999992,,-2716.999999999992
2015.11.06,-2863.0000000000155,,-2863.0000000000155
2015.11.06,-2844.000000000024,,-2844.000000000024
2015.11.06,-3115.000000000023,,-3115.000000000023
2015.11.06,-3394.0000000000305,,-3394.0000000000305
2015.11.06,-3376.0000000000014,,-3376.0000000000014
2015.11.06,-3492.0000000000064,,-3492.0000000000064
2015.11.06,-3333.0000000000305,,-3333.0000000000305
2015.11.06,-3349.000000000002,,-3349.000000000002
2015.11.06,-3414.9999999999905,,-3414.9999999999905
2015.11.06,-3462.000000000032,,-3462.000000000032
2015.11.06,-3425.0000000000114,,-3425.0000000000114
